Date,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,US Dollar Index,VIX,CorporateBonds,Dow_Jones,HighDividend,FTNT,Gold,RealEstate,SP500,Materials,Energy,Industrials,Technology,Staples,Utilities,Healthcare,Discretionary,NASDAQ,CAPE Ratio,SP_GDP,10-Year Treasury Yield_MA_trend_dif,Federal Funds Effective Rate_trend,Federal Funds Effective Rate_MA_trend_dif,5-Year Treasury Yield_MA_trend_dif,20-Year Treasury Yield_MA_trend_dif,30-Year Treasury Yield_MA_trend_dif,10-Year Euro Gov Bond Yield_MA,10-Year Euro Gov Bond Yield_trend,3-Month Euro Gov Bond Yield_MA,3-Month Euro Gov Bond Yield_MA_trend_dif,3-Month China Gov Bond Yield_MA,3-Month China Gov Bond Yield_MA_trend_dif,CPI_MA_trend_dif,China CPI_MA,China CPI_MA_trend_dif,Europe CPI_MA,Europe CPI_MA_trend_dif,Unemployment Rate_MA_trend_dif,Consumer Confidence Index_MA,Consumer Confidence Index_MA_trend_dif,Government Debt_MA_trend_dif,Debt Service vs Disposable Income_MA,Debt Service vs Disposable Income_MA_trend_dif,Credit Card Delinquency_trend,US Dollar Index_MA_trend_dif,Corporate Profits_MA_trend_dif,EBIT_MA_trend_dif,Retained Earnings_MA,Retained Earnings_MA_trend_dif,VIX_MA,VIX_MA_trend_dif,Residential Property Prices_MA_trend_dif,Housing Starts_MA,Industrial Production_MA,Industrial Production_MA_trend_dif,CorporateBonds_MA,CorporateBonds_trend,CorporateBonds_MA_trend_dif,FTNT_MA,FTNT_MA_trend_dif,Gold_MA,Gold_MA_trend_dif,RealEstate_MA,RealEstate_trend,RealEstate_MA_trend_dif,Materials_MA,Materials_trend,Energy_MA,Energy_MA_trend_dif,Financials_MA,Financials_trend,Financials_MA_trend_dif,Technology_MA_trend_dif,Staples_trend,Staples_MA_trend_dif,Utilities_MA,Utilities_trend,Utilities_MA_trend_dif,Healthcare_MA,Healthcare_MA_trend_dif,Discretionary_MA,NASDAQ_MA,NASDAQ_trend,CAPE Ratio_MA,CAPE Ratio_MA_trend_dif,SP_GDP_trend_MA,Financials
2003-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20418183055806427,-0.7018041200233892,-1.760842581561851,-0.7868103020966846,0.16697668474369465,0.26411983935690486,4.279246153846154,4.905436714305111,2.1023365384615387,-0.33213046827931136,2.9878846153846155,0.21365360410977274,-4.426550860661308,3.3865384615384615,0.1581019967620647,2.216293702922172,-0.8536903430673759,1.918031634548794,95.10576923076923,-2.0997150994356275,-481171.76451421715,12.179138365384615,-0.052603112872093405,5.562801546705848,0.34282950148786995,-320.31849512404335,-253924.0452357093,401139.4423076923,-40652.96403492731,16.751730769230768,6.412535271083826,-24.723337732684556,1966.0576923076924,92.46908846153846,-6.69903522862009,0.0,0.06038734323314731,0.06038734323314731,0.0,-0.05182101679533388,0.0,0.09453128452963189,0.0989514497610239,0.09778784778112871,-0.001163601979895179,0.05351528754601112,0.03657033698051993,0.08339412395770733,-0.12723284536314042,0.04045374576862042,0.03848376752304963,-0.001969978245570783,0.15166177532103722,-0.001099910909106578,-0.026028077225212345,0.04015473219064566,-0.00622009738288766,-0.04637482957353332,0.02510345899141752,-0.018881543786703384,0.02461704841026893,0.07403799203725961,17.032980793908585,0.016253894758646047,0.011414584485585542,0.0018381244630827109,0.0
2003-09-14,-0.01839080459770115,0.012048192771084376,0.0,0.0,0.0,-0.006349206349206382,-0.013232514177693777,0.001879699248120259,0.0,-0.012175324675324728,0.0,0.0,0.0,-0.0034603030116818756,0.0,0.0,0.0,-0.0062733157799098604,-0.0036956901182183532,0.004355033652005069,-0.008502129073553522,-0.009468861192394207,-0.0049685674446138806,-0.0009689833783079749,0.008380274202221427,-0.0018062503220780401,0.009291838201343827,-0.0008637100036511525,-0.03171019771753982,-0.0021996613368809714,-0.20095565658059922,-0.6238043124042532,-1.6828427739427148,-0.7558253313904806,0.15275141853614738,0.24589911500382744,4.279246153846154,4.868471135529048,2.1023365384615387,-0.33272376238277523,2.9878846153846155,0.19897071701122115,-4.2510809100703,3.3865384615384615,0.12733704756060904,2.216293702922172,-0.8126418657947929,1.8392333942533465,95.10576923076923,-1.9943483547655205,-453966.7155446913,12.179138365384615,-0.056765800617208484,5.494758330801115,0.33256283839781986,-304.5925682982463,-242722.40276408382,401139.4423076923,-38397.367261627805,16.751730769230768,6.038840285317889,-23.53657791864714,1966.0576923076924,92.46908846153846,-6.395713517317333,0.0,0.0574344052805282,0.0574344052805282,0.0,-0.04923085480777604,0.0,0.08959923983123687,0.0989514497610239,0.09994113795481706,0.0009896881937931645,0.05351528754601112,0.03799112583800246,0.08339412395770733,-0.11905045796362404,0.04045374576862042,0.03950078737140843,-0.0009529583972119893,0.14614886247301878,0.0005029141544497843,-0.024425252161655985,0.04015473219064566,-0.0031332555664861984,-0.04328798775713186,0.02510345899141752,-0.016922627100854966,0.02461704841026893,0.07403799203725961,16.461975315444953,0.016253894758646047,0.011360467096869564,0.0018381244630827109,-0.0029308631634840654
2003-09-21,-0.020905004172386832,0.024096385542168752,0.0,-0.011363636363636354,-0.01041666666666663,-0.012698412698412764,-0.01619480115014954,-0.024390243902439046,0.0,-0.014671164941547632,0.0,0.0,0.0,0.00676780731141452,0.0,0.0,0.0,0.007112836170912518,0.006048439093896296,0.0013216454501245312,-0.004813451628219223,0.004131557511828976,-0.007452851166920821,0.00828867077302875,0.013172263813845397,-0.0036125006441560803,0.018583676402687654,-0.0012955650054767287,0.13500447808196397,0.009364941000617959,-0.19762353000229993,-0.546517215744552,-1.6055556772830135,-0.7250894392866405,0.13884960408757863,0.22802196521620566,4.279246153846154,4.832200369827461,2.1023365384615387,-0.33288217144325394,2.9878846153846155,0.18445628839650619,-4.076504336864275,3.3865384615384615,0.09717182439008187,2.216293702922172,-0.7723138479116494,1.7615482708792527,95.10576923076923,-1.8922889122013231,-427357.6999452086,12.179138365384615,-0.06060771911380769,5.42812284085908,0.3225734640712119,-289.1376990246308,-231728.74453792593,401139.4423076923,-36196.507062052726,16.751730769230768,5.672594183057381,-22.368812064909108,1966.0576923076924,92.46908846153846,-6.097003496924813,0.0,0.054545314741826285,0.054545314741826285,0.0,-0.04670171294356135,0.0,0.08478096985327806,0.0989514497610239,0.1020224138507282,0.003070964089704309,0.05351528754601112,0.03937254064125797,0.08339412395770733,-0.11104780996324523,0.04045374576862042,0.04047972980136315,2.5984032742731866e-05,0.14074482482186781,0.002063473881909976,-0.022864692434195793,0.04015473219064566,-0.0001169214626106788,-0.040271653653256335,0.02510345899141752,-0.015021510160554634,0.02461704841026893,0.07403799203725961,15.90180208488911,0.016253894758646047,0.011301314021008008,0.0018381244630827109,-0.004396294745226098
2003-09-28,-0.023419203747072515,0.024096385542168752,0.010101010101010166,-0.005681818181818177,-0.010526315789473717,-0.012698412698412764,-0.019157088122605304,-0.017307692307692246,0.0,-0.014671164941547632,0.0,0.0,0.0,0.016995917634510915,0.0,0.0,0.0,0.002397748954485246,0.015792568306010946,-0.0017117427517560069,-0.009004917545047675,0.01773197621605216,0.00362055949053236,-0.014485816444686717,-0.0018391059341998917,0.00826214512442447,0.018583676402687654,0.00837288137473402,-0.3115944312708904,-0.021614567949378542,-0.19418869180020337,-0.4699413421600789,-1.5289798036985405,-0.694603436334329,0.1252665143988425,0.2104838674322771,4.279246153846154,4.7966168029136576,2.1023365384615387,-0.33261378668899133,2.9878846153846155,0.1701095005927411,-3.9028136933470705,3.3865384615384615,0.06760009028537306,2.216293702922172,-0.732698467057862,1.6849689612964474,95.10576923076923,-1.7935094416839377,-401334.5135424668,12.179138365384615,-0.06413451438552364,5.362878934756517,0.31284954067537285,-273.95074022072936,-220940.47668608977,401139.4423076923,-34049.58028120041,16.751730769230768,5.313719074735808,-21.219867856486474,1966.0576923076924,92.46908846153846,-5.80286269212354,0.0,0.05171932113969414,0.05171932113969414,0.0,-0.04423274119480515,0.0,0.0800750417680873,0.0989514497610239,0.1040326759174927,0.005081226156468804,0.05351528754601112,0.0407151176558237,0.08339412395770733,-0.10322267520631483,0.04045374576862042,0.04142112242949392,0.0009673766608735007,0.1354483670803841,0.003582366184425848,-0.021345800131679922,0.04015473219064566,0.0028297854324594654,-0.03732494675818619,0.02510345899141752,-0.013177354660890931,0.02461704841026893,0.07403799203725961,15.35233459006223,0.016253894758646047,0.011237211355101216,0.0018381244630827109,0.0029627308046152323
2003-10-05,0.019002375296912177,0.0,0.00257575757575762,0.0,0.0,0.009615384615384581,0.01553398058252431,0.023483365949119372,0.0,-0.004991680532445808,0.0,0.005107832009080493,0.0,0.014283223377863363,0.0,0.0,0.0,0.004228480276870006,0.011412928560640356,0.008395609513817792,-0.002549709658975108,0.00165911323969814,0.011348283377724616,0.021557798084350654,0.02211010910450617,0.0046048204008162785,0.019090336373013717,0.013469822358478711,0.2881422824507118,0.019987747912302848,-0.19065434888481203,-0.39407518080932036,-1.453113642347782,-0.664368107742153,0.11199746181052816,0.1932803351703809,4.279246153846154,4.761712871874595,2.1023365384615387,-0.3319266280150257,2.9878846153846155,0.1559295378060237,-3.7300015771746473,3.3865384615384615,0.03861564651750227,2.216293702922172,-0.6937879557479485,1.6094881808452897,95.10576923076923,-1.6979827015218802,-375887.0422531087,12.179138365384615,-0.067351784097756,5.299010581943431,0.3033793804686269,-259.02856780750824,-210355.02522683842,401139.4423076923,-31955.790331852157,16.751730769230768,4.962137557173765,-20.089573976970087,1966.0576923076924,92.46908846153846,-5.513248870921046,0.0,0.04895567937870201,0.04895567937870201,0.0,-0.04182309680460048,0.0,0.07548003342713565,0.0989514497610239,0.10597291668064607,0.007021466919622174,0.05351528754601112,0.04201938883216845,0.08339412395770733,-0.09557284443699919,0.04045374576862042,0.04232548878730859,0.0018717430186881712,0.13025820357276494,0.005060184031250821,-0.019867982284854948,0.04015473219064566,0.005707738931579276,-0.03444699325906638,0.02510345899141752,-0.011389329233129571,0.02461704841026893,0.07403799203725961,14.813447252183044,0.016253894758646047,0.01116824449694188,0.0018381244630827109,0.011658830992152092
2003-10-12,0.019002375296912177,0.0,-0.004949494949494926,0.02298850574712641,-0.02127659574468077,0.009615384615384581,0.016371196792218212,0.021032504780114536,0.019011406844106515,0.01680672268907557,0.0,0.005107832009080493,0.0,0.007825201195238662,0.0,0.0,0.0,0.0025904467478645166,0.004224201145627771,0.00923733400110116,-0.001373385832414864,0.002900823629175542,0.005518312885156751,0.006715365647782079,-0.009464213891645756,-0.010927150091372462,0.01039676171854953,0.008466461960187077,0.09883779283863926,0.006856143675494972,-0.18702367427934696,-0.31891719809377195,-1.3779556596322335,-0.6343842135475253,0.09903779781834032,0.17640691786251939,4.279246153846154,4.727481064962853,2.1023365384615387,-0.33082864432233094,2.9878846153846155,0.14191558611965727,-3.5580606312041425,3.3865384615384615,0.010212332460466822,2.216293702922172,-0.6555746011435124,1.5350986633744421,95.10576923076923,-1.6056815384234255,-351005.2616518494,12.179138365384615,-0.0702650777810856,5.236501862994835,0.294151444947758,-244.368080610908,-199969.83598025492,401139.4423076923,-29914.347165125248,16.751730769230768,4.617772711830192,-18.97776010500364,1966.0576923076924,92.46908846153846,-5.228120043837436,0.0,0.04625364972289825,0.04625364972289825,0.0,-0.03947194423137153,0.0,0.07099453331570402,0.0989514497610239,0.10784412077836592,0.008892671017342021,0.05351528754601112,0.04328588182569101,0.08339412395770733,-0.08809612522503371,0.04045374576862042,0.04319334833916034,0.0027396025705399216,0.125173058193241,0.006497515472930395,-0.018430650843175373,0.04015473219064566,0.008517806186420456,-0.0316369260042252,0.02510345899141752,-0.00965660941224248,0.02461704841026893,0.07403799203725961,14.285015421852437,0.016253894758646047,0.011094498148122672,0.0018381244630827109,0.011530474048105588
2003-10-19,0.019002375296912177,0.0,-0.004949494949494926,0.011235955056179803,0.010869565217391353,0.009615384615384581,0.016371196792218212,0.005617977528090012,0.012304210884739764,0.008403361344537785,0.0,0.005107832009080493,0.0,0.0013671790126139616,0.0,0.0,0.0,0.0025904467478645166,-0.002964526269384815,0.010079058488384529,-0.010843735808755639,0.004142534018652944,-0.00614162809997898,0.00285848497009078,-0.00545984438456093,-0.0039200938020085285,0.001703187064085343,-0.001540258836396191,-0.02596628046208374,-0.0018012193964801518,-0.18329980729860385,-0.24446583785771492,-1.3035042993961765,-0.6046524887856095,0.08638291288886446,0.15985920068826331,4.279246153846154,4.693913921388986,2.1023365384615387,-0.32932771385625004,2.9878846153846155,0.12806683349237602,-3.3869835433430353,3.3865384615384615,-0.01761597454169994,2.216293702922172,-0.618050744826153,1.4617931612785,95.10576923076923,-1.5165788875280128,-326679.23654050473,12.179138365384615,-0.07287989705420017,5.175336969163323,0.28515434399740514,-229.96620026357562,-189782.37448082748,401139.4423076923,-27924.467241084145,16.751730769230768,4.280548103056439,-17.884256910767604,1966.0576923076924,92.46908846153846,-4.947434463092691,0.0,0.04361249777341193,0.04361249777341193,0.0,-0.03717845511330512,0.0,0.06661714050763992,0.0989514497610239,0.10964726499713638,0.010695815236112488,0.05351528754601112,0.044515120016677,0.08339412395770733,-0.08079034189158307,0.04045374576862042,0.044025216500129846,0.0035714707315094296,0.12019166436479245,0.0078949436644441,-0.01703322265166167,0.04015473219064566,0.011260847717093653,-0.028893884473552005,0.02510345899141752,-0.007978377604504698,0.02461704841026893,0.07403799203725961,13.766915375045786,0.016253894758646047,0.011016056317137715,0.0018381244630827109,0.01127376016001258
2003-10-26,0.021226415094339535,0.0,-9.90099009900991e-05,0.016729088639200973,0.021505376344086002,0.009615384615384581,0.01444078237644253,-0.01862197392923659,0.005597014925373012,0.0,0.0,0.005107832009080493,0.0,-0.011511120154702126,0.0,0.0,0.0,0.004015304083530624,-0.006522242874434148,0.0011352826195677457,-0.012585933948383476,-0.0018478704091122733,-0.013111720333378318,-0.006651705959446086,0.001830200582668251,0.0,-0.0045886970319867215,-0.012998480745746888,-0.05695895565974876,-0.00395110789500266,-0.17948585372740666,-0.17071952158745618,-1.2297579831259178,-0.5751736436578416,0.07402823627572452,0.1436328044090045,4.279246153846154,4.661004031114281,2.1023365384615387,-0.3274316445442156,2.9878846153846155,0.11438246975656963,-3.2167630463986256,3.3865384615384615,-0.04487535930767361,2.216293702922172,-0.5812087825707968,1.3895644455353677,95.10576923076923,-1.4306477724370552,-302899.12051791046,12.179138365384615,-0.07520169584639902,5.11550020193248,0.2763768350412761,-215.81987110678654,-179790.12589020538,401139.4423076923,-25985.373499408364,16.751730769230768,3.9503877763531925,-16.808896052468924,1966.0576923076924,92.46908846153846,-4.671150621795064,0.0,0.041031494446097785,0.041031494446097785,0.0,-0.03494180823286053,0.0,0.0623464646202002,0.0989514497610239,0.1113833183073401,0.012431868546316213,0.05351528754601112,0.04570762253021391,0.08339412395770733,-0.07365333543524842,0.04045374576862042,0.044821604653872214,0.004367858885251798,0.11531276499794531,0.00925304688829887,-0.0156751194278069,0.04015473219064566,0.013937717441710833,-0.026217014748934824,0.02510345899141752,-0.006353823055159229,0.02461704841026893,0.07403799203725961,13.259024309113101,0.016253894758646047,0.010933002322477885,0.0018381244630827109,-0.00854716515585352
2003-11-02,0.021226415094339535,0.0,0.01980198019801982,0.005902777777777757,0.010526315789473717,-0.0014619001687967703,0.011673151750972943,0.00189753320683117,-0.024118738404452666,-0.018181818181818077,0.0,0.005107832009080493,0.0,0.019234256593946508,0.0,0.0,0.0,0.013624013487014253,0.016606054941230353,-0.0022314151438155294,-0.0016447497139631118,0.0003268404970729888,0.0009172705417851423,0.015782581401471152,0.006849388304967841,0.0017889336933318845,-0.00012294454709305125,-0.002257895198086446,0.14407534545887077,0.009994165593876182,-0.17558488599866084,-0.09767664861002967,-1.1567151101484914,-0.5459483637000333,0.06196923583612168,0.12772338520255566,4.279246153846154,4.628744034643909,2.1023365384615387,-0.3251481743327651,2.9878846153846155,0.10086168661651307,-3.047391917927513,3.3865384615384615,-0.07157186895137047,2.216293702922172,-0.5450411641194539,1.3184053057433802,95.10576923076923,-1.3478613052440664,-279655.15555075556,12.179138365384615,-0.07723588061962694,5.056975972571101,0.2678078221955076,-201.92606009255678,-169990.59491012758,401139.4423076923,-24096.295330118563,16.751730769230768,3.627216256630213,-15.751510172836532,1966.0576923076924,92.46908846153846,-4.399227253130817,0.0,0.03850991594922347,0.03850991594922347,0.0,-0.03276118948135738,0.0,0.05818112576897981,0.0989514497610239,0.11305324189877752,0.01410179213775363,0.05351528754601112,0.04686390425606438,0.08339412395770733,-0.0666829634582213,0.04045374576862042,0.04558302017042855,0.0051292744018081315,0.11053511244964793,0.01057239857757387,-0.014355767738531899,0.04015473219064566,0.01654926270588775,-0.023605469484757908,0.02510345899141752,-0.004782141816149707,0.02461704841026893,0.07403799203725961,12.761220338786945,0.016253894758646047,0.01084541879572001,0.0018381244630827109,0.018366136353474394
2003-11-09,0.021226415094339535,0.0,0.00990099009900991,-0.01041666666666663,0.0,-0.012539184952978122,0.011673151750972943,0.01041846357311249,0.009505703422053147,0.006734006734006703,0.0,0.0005906674542233148,0.0,0.0008167955684281747,0.0,0.0,0.0,0.013982683061310452,0.0029440791268136035,-0.002287305963914188,-0.002882802652068528,0.0018402312026221113,0.0027286757267308004,0.007533179029608483,-0.010884503866897322,-0.006248536962980222,-0.003725691603034209,-0.00029979277940966886,0.02596721473619816,0.0018012842048634311,-0.17159994337100226,-0.02533559629135973,-1.0843740578298213,-0.5169773099500499,0.050201417847769214,0.11212663449810112,4.279246153846154,4.5971266228204675,2.1023365384615387,-0.3224849715238416,2.9878846153846155,0.08750367764659428,-2.8788629800855006,3.3865384615384615,-0.09771151301428116,2.216293702922172,-0.5095403929553965,1.2483085501581765,95.10576923076923,-1.268192686564106,-256937.67154530995,12.179138365384615,-0.07898781059006232,4.999748801688233,0.25943635542385834,-188.28175668594565,-160381.3056955242,401139.4423076923,-22256.4685443599,16.751730769230768,3.310958546468896,-14.711932895622766,1966.0576923076924,92.46908846153846,-4.131623329555197,0.0,0.03604704376119902,0.03604704376119902,0.0,-0.030635791823641897,0.0,0.05411975452292663,0.0989514497610239,0.11465798921611373,0.015706539455089832,0.05351528754601112,0.04798447586849777,0.08339412395770733,-0.05987710009258442,0.04045374576862042,0.046309966424002195,0.005856220655381779,0.10585746848222792,0.011853567338916737,-0.01307459897718903,0.04015473219064566,0.01909632431218651,-0.021058407878459147,0.02510345899141752,-0.003262536713920978,0.02461704841026893,0.07403799203725961,12.273382492198131,0.016253894758646047,0.010753387684609851,0.0018381244630827109,-0.0025764800222302098
