Date,Dow_Jones,Technology,NASDAQ,SP500
2003-12-14,0.01852216264677642,0.006051429080808024,0.005769397581208313,0.0120731529347462
2003-12-21,0.022430123530782442,0.004035655892340673,0.0010364389590815648,0.011786380517155859
2003-12-28,0.005158093281253384,0.009552319199808368,0.011337656659464734,0.007346121577690212
2004-01-04,0.010651264395405091,0.019919858246536082,0.01699830666526525,0.013947347755300932
2004-01-11,0.003065698474289391,0.0449228276963225,0.03998637850397513,0.01042855400525422
2004-01-18,0.014320082627397923,0.030373101120879875,0.025655051974585064,0.016371651957911126
2004-01-25,-0.0024501902773850226,-0.018140513727362362,-0.007750597559757155,0.001750886109115335
2004-02-01,-0.007368061783150304,-0.018475326662202307,-0.027176904263893964,-0.008301978828760714
2004-02-08,0.008850345361051781,-0.0009416175984354735,-0.0010356908642967788,0.008547567918847143
2004-02-15,0.006509067153393833,-0.007064739219724059,-0.005062936285401887,0.005941919574278476
2004-02-22,-0.00012234118989662424,-0.009962874278532818,-0.007611174953176536,-0.0021714015833614875
2004-02-29,-0.0032889648724861997,-0.007666284084676733,-0.003979580853183395,0.001218665812669606
2004-03-07,0.0012255793055964137,0.004345599397127309,0.008774206119272154,0.011824072107082806
2004-03-14,-0.03483974336703122,-0.030768692660268826,-0.030718452193057355,-0.03265177443786893
2004-03-21,-0.004325362376395803,-0.02033737683691439,-0.02230026764405091,-0.010043268818790585
2004-03-28,0.0025497652053789732,0.012657978736321462,-0.0061126817812084955,-0.0002702414103473716
2004-04-04,0.02700567611149718,0.04400057504226851,0.003994747931428233,0.03251385772611637
2004-04-11,-0.002571889382704584,-0.006226046153429476,-0.014959712370934408,-0.0023550623418439054
2004-04-18,0.00028163182475959836,-0.031807836977270854,-0.027834016523091365,-0.004721533687392698
2004-04-25,0.0024841334363725487,0.0007709581570499169,-0.0003806684674701466,0.004655881954193308
2004-05-02,-0.02449495956143155,0.022090266634138156,0.012966055324446446,-0.0297308665019842
2004-05-09,-0.011725133676554256,0.001589004492031365,-0.004144384350942165,-0.009012146402888055
2004-05-16,-0.006919976647178583,-0.007652770992842894,-0.007148199762626151,0.00072758464333611
2004-05-23,-0.0035020187530584446,0.006169737465911318,0.004117088523204693,-0.0020900839240576286
2004-05-30,0.023848416054603527,0.029637011428254922,0.03904106278913333,0.027775541827323558
2004-06-06,0.004697353118732428,-0.010422329380106343,-0.0040870950185231125,0.0010631369656819434
2004-06-13,0.015488012126752437,0.02256766660791909,0.010739808579939725,0.012125455191706713
2004-06-20,0.0006261352963603528,-0.012750670046039914,-0.006570434418497029,-0.002668972010428261
2004-06-27,-0.0016315892578806501,0.018877165340199342,0.019499373651790775,0.001848389209558654
2004-07-04,-0.00980223538241487,-0.019990138404899715,-0.009286702244668543,-0.008432972364238678
2004-07-11,-0.006405754863448965,-0.02338368613389996,-0.03006492235724556,-0.010188132235972591
2004-07-18,-0.005713923666900489,-0.03718790264651106,-0.032461059053262464,-0.009128604179764799
2004-07-25,-0.018485541876429257,-0.0026454907881079404,-0.018086747286291116,-0.01580724379947329
2004-08-01,0.019335420805773884,0.014327487830498531,0.0013049653340421186,0.017253705174462564
2004-08-08,-0.033218360172091344,0.007744181913826087,0.004813375140609366,-0.03599763520854271
2004-08-15,0.0033545017116032305,0.008991332569063482,-0.011069927673156621,0.003181908398175004
2004-08-22,0.028844930916172684,0.03379476775957979,0.0010128283618986988,0.03069324513741445
2004-08-29,0.008988255560348435,0.00964628464824746,0.0018192383490917563,0.008779834296366085
2004-09-05,0.006851527801134072,-0.016454462295763972,-0.009457107698770506,0.006011849436634575
2004-09-12,0.0035975589834944532,0.03777647711501353,0.027015786916991358,0.008383614407610818
2004-09-19,-0.0010622746521393722,0.0015599519394873251,0.008330160712062495,0.004962142435072536
2004-09-26,-0.02223086666991403,-0.015056673953861455,-0.016025415503618246,-0.014936029811719043
2004-10-03,0.014297261701974984,0.03321033355726777,0.033370917144582846,0.01964842521290211
2004-10-10,-0.014291503787182247,-0.0030613244981086973,-0.011445773364033407,-0.010031184950865968
2004-10-17,-0.01221468691296912,-0.004605545564197011,-0.004411512071734736,-0.011109721389147897
2004-10-24,-0.016339938936301812,-0.0015425624650050596,0.0019042713305976733,-0.011414684264835162
2004-10-31,0.026800050367390638,0.027806263149582566,0.031250966053740115,0.02918401481794919
2004-11-07,0.03825471543822334,0.03557164805924118,0.032379886221238996,0.03604308934449052
2004-11-14,0.013720479238328087,0.018867476491668533,0.022756995212116493,0.012874641510521867
2004-11-21,-0.0049933204439195356,-0.0023740393877351718,-0.007054103627291197,-0.008603330335728132
2004-11-28,0.003346966593921641,0.003807004114382062,0.015135533467746765,0.007920314419034291
2004-12-05,0.007338830854866529,0.02513137472506477,0.021879470627732545,0.007604789527645206
2004-12-12,-0.0017974716436885974,-0.01572662838198513,-0.009259899132125327,0.0006707916975645656
