Date,SP500,Industrials,Staples,Utilities,Healthcare,Dow_Jones (t-1),RealEstate (t-8),Utilities (t-12),Healthcare (t-1),Dow_Jones
2003-12-14,0.012072835988540254,0.02436092283558633,0.005636265034840493,0.005373925717873318,0.012077282098639675,0.007341314783962272,-0.005593061331514271,0.0,0.013286039486823054,0.018522724061496687
2003-12-21,0.011786586803569366,0.02071795731791992,0.003767557371121999,0.02238230839550681,0.009984319105082351,0.018522724061496687,-0.026215493353876185,-0.0018387561336000724,0.012077282098639675,0.022430012704439006
2003-12-28,0.007346120079938512,0.0026432257649067203,0.0037386021564227434,0.017590288414307764,0.006097478625419095,0.022430012704439006,0.013624102795526172,0.02210914061603897,0.009984319105082351,0.005158560539870738
2004-01-04,0.013946940139414776,0.007156304549875481,0.0018621567763990043,0.005618233051603916,0.017508439298876466,0.005158560539870738,0.027204086243045156,-0.009463706429316487,0.006097478625419095,0.010650917539068105
2004-01-11,0.010428556086924168,0.005983421227424124,-0.00418204694394686,0.0008591903703241144,0.003309420363484916,0.010650917539068105,0.01434110023202062,-0.00545880642657004,0.017508439298876466,0.003066500328614996
2004-01-18,0.016371951520659067,0.03345720601591684,0.007465786941340369,0.001717634466912088,0.004617157028794727,0.003066500328614996,-0.027863596446536354,0.001829415336938256,0.003309420363484916,0.014319733942819601
2004-01-25,0.0017503028286294242,-0.013669459087180424,0.006021520278534753,0.01971702655144858,0.010505332888608221,0.014319733942819601,0.03014864119608851,0.006849736029368003,0.004617157028794727,-0.002449740240055842
2004-02-01,-0.008301012703370692,-0.0142224895017381,0.002762335006044392,0.0008402518535608472,0.006498249385888943,-0.002449740240055842,0.0058736442002027545,-0.01088484546662205,0.010505332888608221,-0.0073688466467211056
2004-02-08,0.008547465910605068,0.0033291654446006014,0.029384408220509917,-0.010919411069036933,0.0251773849006256,-0.0073688466467211056,0.013859968017912339,0.0009172415575020576,0.006498249385888943,0.008850460924365144
2004-02-15,0.005941141283055673,0.002212728857890145,-0.0004456551478950743,0.009341850423070008,-0.00692712531490336,0.008850460924365144,0.008414478715902174,-0.017865371728453705,0.0251773849006256,0.006509743228983567
2004-02-22,-0.0021711131448288734,-0.006990225126759397,0.020526489418741134,-0.00546893058486797,-0.006974942826999508,0.006509743228983567,0.008140965670314193,0.030783783786183738,-0.00692712531490336,-0.0001229002673835966
2004-02-29,0.0012179894843558081,-0.005928203396740939,0.006559232380594304,0.02622680590041293,-0.00031941152073267087,-0.0001229002673835966,-0.0009076270398905573,0.01040692876377669,-0.006974942826999508,-0.0032891885583345992
2004-03-07,0.011824467307318232,0.0074543420383772485,0.004777958246763969,0.014839213283709407,0.010220218134423531,-0.0032891885583345992,0.0007068542361567953,0.005373925717873318,-0.00031941152073267087,0.001226140640699258
2004-03-14,-0.03265188228610105,-0.03995595416351505,-0.022049234098141413,-0.024776960090119204,-0.043629514862833396,0.001226140640699258,0.0010096370894754347,0.02238230839550681,0.010220218134423531,-0.034839731653081185
2004-03-21,-0.010042682113902579,-0.00039072164196995995,0.001407024795670786,0.011946718183661442,-0.019708699544931374,-0.034839731653081185,0.013615620716381338,0.017590288414307764,-0.043629514862833396,-0.004326638191674226
2004-03-28,-0.0002702413834286821,0.005415835097987154,-0.0044304509583142915,-0.004978963400267822,-0.005070798143200328,-0.004326638191674226,0.02796023765431266,0.005618233051603916,-0.019708699544931374,0.0025503507082098587
2004-04-04,0.03251385448654198,0.03347454513243786,0.015576589335290603,0.012093737760835666,0.03635715727783895,0.0025503507082098587,0.01732614226340634,0.0008591903703241144,-0.005070798143200328,0.02700638350467499
2004-04-11,-0.002355737608735309,0.0033509123183619316,0.00043755705561254743,-0.007828809175985052,-0.0032784759037590705,0.02700638350467499,-0.006184716497552145,0.001717634466912088,0.03635715727783895,-0.0025721150469862897
2004-04-18,-0.0047211495194794395,0.005565379138946724,0.010950567999458594,-0.023671282967360874,0.035526551413059604,-0.0025721150469862897,0.00019142619234058245,0.01971702655144858,-0.0032784759037590705,0.0002807233031230094
2004-04-25,0.004655980045022323,0.008118000330599617,0.008232407550423204,0.0017013838903774392,-0.0041299137473487235,0.0002807233031230094,0.006700719796191024,0.0008402518535608472,0.035526551413059604,0.002484816586545202
2004-05-02,-0.029730579171636906,-0.03367476908163014,-0.0038677454529868482,-0.011465073503563517,-0.015629699276544562,0.002484816586545202,0.03784367737359928,-0.010919411069036933,-0.0041299137473487235,-0.02449541532717947
2004-05-09,-0.00901244370462917,-0.006818074907367522,-0.010353788508267403,-0.023195770447766106,0.006480458389122923,-0.02449541532717947,-0.015575017078258702,0.009341850423070008,-0.015629699276544562,-0.011724327840960003
2004-05-16,0.0007278865354169994,-0.0019071284781254638,-0.009590081876181267,-0.008355553186096154,-0.011590379804151785,-0.011724327840960003,0.020102287774120153,-0.00546893058486797,0.006480458389122923,-0.006919622614735443
2004-05-23,-0.0020898824375782388,0.001910772566902974,-0.0022007713863284595,-0.00044295614277878315,-0.017589738231285845,-0.006919622614735443,-0.009017891057710115,0.02622680590041293,-0.011590379804151785,-0.00350213496923224
2004-05-30,0.027774523197889867,0.03165543593992548,0.01676224560045192,0.04525251264279295,0.01989426969479946,-0.00350213496923224,0.005607614963145435,0.014839213283709407,-0.017589738231285845,0.023847455106186466
2004-06-06,0.001063823739119396,0.007393619872141599,0.007809187419890451,-0.006791331509299003,0.01072802478892343,0.023847455106186466,-0.0072963608304836836,-0.024776960090119204,0.01989426969479946,0.004697703111980589
2004-06-13,0.012125747755424188,0.01761412759805392,0.009470760970543113,-0.00042750548033720914,-0.000321905490750396,0.004697703111980589,-0.030299637591488626,0.011946718183661442,0.01072802478892343,0.01548766772546517
2004-06-20,-0.002669067721510654,0.012562074877619622,-0.005672779536561423,0.015224568362342428,-0.004312465135095089,0.01548766772546517,-0.0257734325380089,-0.004978963400267822,-0.000321905490750396,0.0006271583069612507
2004-06-27,0.0018480976632118118,0.016059461115377704,-0.012913667285979091,0.008071737855796624,-0.013609598489057406,0.0006271583069612507,-0.014814907239060982,0.012093737760835666,-0.004312465135095089,-0.0016313612014268175
2004-07-04,-0.008433166011992066,-0.016859579615761122,-0.003053195342235915,-0.00042180921687140494,-0.010841232385941701,-0.0016313612014268175,-0.022019302338437297,-0.007828809175985052,-0.013609598489057406,-0.00980279633017922
2004-07-11,-0.010188036578307802,0.0021435503732856187,0.002624806831957205,-0.005480204170816183,-0.014280839590064986,-0.00980279633017922,0.008237546685818664,-0.023671282967360874,-0.010841232385941701,-0.006405983145063909
2004-07-18,-0.00912880238517888,0.0028518881110743965,-0.0047994126994411745,0.020770872961126008,-0.012466451282350799,-0.006405983145063909,0.015011954582981657,0.0017013838903774392,-0.014280839590064986,-0.005713229962968969
2004-07-25,-0.015807348082145678,-0.022040410204991367,-0.030249541677215053,-0.02159441097613135,-0.01330609282382833,-0.005713229962968969,0.011194864618099376,-0.011465073503563517,-0.012466451282350799,-0.018485412697585857
2004-08-01,0.01725482492021224,0.012723006059182529,-0.007685394316752414,0.023769016638146345,0.0,-0.018485412697585857,-0.0007032681159084841,-0.023195770447766106,-0.01330609282382833,0.019334575469233783
2004-08-08,-0.03599870403949457,-0.04127811910079249,-0.015946003247918616,0.009535368304936842,-0.03596078448467199,0.019334575469233783,-0.0020099029878710706,-0.008355553186096154,0.0,-0.033218825070138625
2004-08-15,0.003182322343288524,0.001123188799803554,0.02175966751639713,0.004928034293104622,0.013270840353415636,-0.033218825070138625,0.014601985966368192,-0.00044295614277878315,-0.03596078448467199,0.00335528474177349
2004-08-22,0.03069324513741445,0.0317878753081553,0.013593178608470868,0.009808417863112373,0.0332743165046121,0.00335528474177349,0.019391971790735152,0.04525251264279295,0.013270840353415636,0.028844622735971992
2004-08-29,0.008779734527789351,0.011235590049955668,0.002682370456794425,0.003641895442879628,0.014045864550639386,0.028844622735971992,0.01824464425204919,-0.006791331509299003,0.0332743165046121,0.008988255560348435
2004-09-05,0.006012146731984247,0.010394395087551578,0.012037166177777392,0.014516291145158844,0.005067669635924421,0.008988255560348435,-0.008716498176549403,-0.00042750548033720914,0.014045864550639386,0.006851758639980554
2004-09-12,0.008383317831609505,0.006030581835599014,-0.013656474368876736,0.00397488912099031,-0.001008264662720415,0.006851758639980554,0.013189676969152409,0.015224568362342428,0.005067669635924421,0.003596755720837397
2004-09-19,0.004962240410745,0.01163849366573233,-0.009226031683344349,0.0043648102664377575,0.007377101478424963,0.003596755720837397,-0.03076140641906533,0.008071737855796624,-0.001008264662720415,-0.001061932589382808
