Date,Dow_Jones,SP500,Energy,Staples,Utilities,US Dollar Index,CorporateBonds (t-13),Dow_Jones (t-1),Dow_Jones (t-2),HighDividend (t-18),Gold (t-13),Gold (t-15),Gold (t-16),Gold (t-18),RealEstate (t-2),RealEstate (t-12),Materials (t-1),Energy (t-3),Energy (t-22),Financials (t-4),Industrials (t-1),Healthcare (t-13),Discretionary (t-8),NASDAQ (t-11),NASDAQ (t-16),NASDAQ (t-20),10-Year Treasury Yield (t-1),10-Year Treasury Yield (t-3),Federal Funds Effective Rate (t-5),1-Month Treasury Yield (t-24),3-Month Treasury Yield (t-3),3-Month Treasury Yield (t-5),5-Year Treasury Yield (t-1),5-Year Treasury Yield (t-14),20-Year Treasury Yield (t-13),20-Year Treasury Yield (t-14),20-Year Treasury Yield (t-15),15-Year Mortgage Rate (t-15),15-Year Mortgage Rate (t-24),30-Year Mortgage Rate (t-1),30-Year Mortgage Rate (t-12),10-Year Euro Gov Bond Yield (t-3),PPI (t-14),Unemployment Rate (t-17),Consumer Confidence Index (t-13),US Dollar Index (t-1),US Dollar Index (t-2),US Dollar Index (t-9),US Dollar Index (t-10),US Dollar Index (t-11),US Dollar Index (t-17),VIX (t-24),Housing Starts (t-15),Velocity of Money (t-14),Velocity of Money (t-17),3m10y (t-8),3m10y (t-16),2y10y (t-10),2y20y (t-13),5y10y (t-6),10yTrea30yFRM (t-5),Healthcare
2004-03-28,0.00255031224662039,-0.00026999516087899966,-0.030054864617232058,-0.004430699470806432,-0.004979083669547801,0.0,0.0,-0.004326089110426756,-0.034840164120022554,0.0,0.0,0.0,0.0,0.0,-0.015575025739565262,-0.000908311524081995,-0.0027653248523314966,0.014839837686283497,-0.012586325225911854,0.0036941491127402415,-0.0003904835667553064,0.006096983255074129,-0.02308852480188861,0.03998637850397513,-0.011447493375761675,0.019940912258924692,0.005291005291005346,-0.03508771929824561,-0.01980198019801982,0.0,-0.02083333333333337,0.021739130434782483,0.0073260073260073,-0.021671826625386914,0.0,-0.025390625,0.005893909626719207,-0.022388059701492602,0.0,-0.005545286506469571,0.0068846815834768815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015673981191222763,-0.02932551319648069,-0.03703703703703731,0.0,0.040000000000000036,-0.019230769230769384,-0.005071480092248115
2004-04-04,0.027005364309288016,0.03251325693303042,0.025704584273827713,0.015575695868447204,0.012093266305035488,0.0,0.0,0.00255031224662039,-0.004326089110426756,0.0,0.0,0.0,0.0,0.0,0.02010282978615785,0.0007073083278115178,0.007053941908713668,-0.027583877370771615,-0.0016440846207301796,0.019411489560743345,0.005415392182281931,0.01750885149878534,0.008623215571872622,0.025655051974585064,0.005769397581208313,-0.02054049781774403,0.009224450013923802,-0.0181818181818183,-0.029131759329779183,0.011235955056179803,0.02127659574468077,0.02127659574468077,0.014572094572094518,-0.00925363483168079,0.044088176352705455,0.0,-0.025390625,-0.019083969465648942,0.019011406844106515,0.003717472118959231,0.0034188034188034067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04498644986449851,0.0,0.0,0.0,-0.015432098765432167,0.012084592145014783,0.017094017094017033,0.03154574132492116,-0.019230769230769718,0.0,0.03635749339661687
2004-04-11,-0.0025710826734989256,-0.002354945642474182,0.014074825336202412,0.00043942449875666867,-0.007828762242397702,0.0,0.0,0.027005364309288016,0.00255031224662039,0.0,0.0,0.0,0.0,0.0,-0.0090182207816496,0.0010099145963884393,0.041244551367958904,0.004934559737935551,-0.002883624127788753,-0.02921802545866614,0.03347458493842881,0.0033093971386224386,0.004749734694862395,-0.007750597559757155,0.0010364389590815648,-0.018847204365607606,0.013807863031071732,0.005291005291005346,-0.024230769230769278,0.022222222222222143,-0.02083333333333337,-0.02083333333333337,0.02202020202020205,0.0031645569620253333,-0.04414587332053732,0.044088176352705455,0.0,-0.0019455252918287869,0.005597014925373012,0.012969847170590687,-0.035775127768313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01993930892770901,0.0,0.0,0.0,-0.018808777429467072,-0.023880597014925176,-0.025210084033613245,0.009174311926605672,-0.029223227752639358,0.006535947712418166,-0.0032786575382635075
2004-04-18,0.0002805547012780796,-0.004721203140932828,0.03385243233962565,0.010949839983459997,-0.02367121448233034,0.0,0.0,-0.0025710826734989256,0.027005364309288016,0.0,0.0,0.0,0.0,0.0,0.005607514251583345,0.01361540053192134,-0.015694504107235274,-0.030054864617232058,0.014870015299166317,-0.004650110792231543,0.0033505739259360734,0.004617383967986166,0.0003153422728112698,-0.027176904263893964,0.011337656659464734,0.035049741647660504,0.02623129095956278,0.009224450013923802,-0.010000000000000009,0.04347826086956519,0.010638297872340496,0.02127659574468077,0.022222222222222365,-0.006557377049180357,-0.016064257028112428,-0.04414587332053732,0.044088176352705455,0.003898635477582957,-0.024118738404452666,0.01974668969487614,-0.0035335689045937757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005107832009080493,0.0,0.0,0.0,0.009584664536741228,0.009174311926605228,0.012931034482758452,-0.030303030303030498,-0.01480015082956232,-0.008434112167821306,0.035526309494139596
2004-04-25,0.002484785257707234,0.0046555302598738635,-0.014407172031562165,0.008231997341977104,0.0017017740631599665,0.0,0.0,0.0002805547012780796,-0.0025710826734989256,0.0,0.0,0.0,0.0,0.0,-0.0072961409588602755,0.027960566915548712,0.007212644823473058,0.025704584273827713,-0.024419540434577836,-0.011262408813172753,0.005566364727071393,0.01050516437187854,0.00787675530155263,-0.0010356908642967788,0.01699830666526525,-0.011447493375761675,0.038004750593824355,0.013807863031071732,0.0,-0.01041666666666663,0.0,-0.02083333333333337,0.022222222222222365,0.0016718065249147762,0.010204081632652962,-0.016064257028112428,-0.04414587332053732,0.003883495145631022,0.009505703422053147,0.012880060756940037,0.007092198581560183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005906674542233148,0.0,0.0,0.0,-0.04113924050632889,0.02731442869057532,-2.220446049250313e-16,0.012499999999999956,0.00480769230769218,-0.005710800620980172,-0.004129466160840645
2004-05-02,-0.024495696212535334,-0.029729936476884267,-0.008638088849962422,-0.00386763596558104,-0.011465077315872207,0.0,0.0,0.002484785257707234,0.0002805547012780796,0.0,0.0,0.0,0.0,0.0,-0.030299464804214582,0.017326572345226943,0.00021384450183409287,0.014074825336202412,0.020859291479930375,0.02174627010845054,0.008117891837718494,0.00649734153858561,0.01562978202273757,-0.005062936285401887,0.03998637850397513,0.005769397581208313,0.02517162471395884,0.02623129095956278,0.010101010101010166,-0.03157894736842093,-0.021052631578947323,0.010638297872340496,0.013966480446927276,0.00990099009900991,0.010101010101010166,0.010204081632652962,-0.016064257028112428,-0.03868471953578345,0.015065913370998052,0.008488964346349936,0.007042253521126751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005906674542233148,0.0,0.0,0.0,-0.03960396039603964,0.008838383838383757,0.0,-0.024691358024691357,0.0,0.0185185185185186,-0.015630289259129793
2004-05-09,-0.011724023860331778,-0.00901271450982899,-0.0026812418793757953,-0.010353807990154507,-0.023196018692597353,0.0,0.0,-0.024495696212535334,0.002484785257707234,0.0,0.0,0.0,0.0,0.0,-0.025773398405892323,-0.006184701542514381,-0.021651091472041917,0.03385243233962565,0.04331872624316424,-0.002364232595951865,-0.03367541610981262,0.0251778174101851,-0.03508799010413455,-0.007611174953176536,0.025655051974585064,0.0010364389590815648,0.018166169499836515,0.038004750593824355,0.0,0.010869565217391353,0.010752688172043001,0.0,0.013966480446927276,0.035947712418300526,-0.010000000000000009,0.010101010101010166,0.010204081632652962,-0.004024144869215207,-0.04081632653061218,0.011784511784511675,-0.010489510489510412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005906674542233148,0.0,0.0,0.0,-0.030927835051546504,-0.007539682539682624,-0.00851063829787213,0.006329113924050667,-0.009523809523809268,-0.024242424242424843,0.00648099247363354
2004-05-16,-0.006920489397487017,0.0007278290049095304,0.0030246020766080406,-0.009590201281343136,-0.008354920437287472,0.0,0.0,-0.011724023860331778,-0.024495696212535334,0.0,0.0,0.0,0.0,0.0,-0.014814736497635983,0.00019133733310905399,-0.011594348498452256,-0.014407172031562165,0.028984416953904413,-0.02235037513669269,-0.006817490536388138,-0.0069264096726996405,-0.005366178932718291,-0.003979580853183395,-0.007750597559757155,0.011337656659464734,0.005580357142857095,0.02517162471395884,0.010000000000000009,0.032258064516129004,0.042553191489361764,-0.021052631578947323,0.0019327351729586106,-0.01577287066246047,-0.0060606060606061,-0.010000000000000009,0.010101010101010166,0.004040404040403844,0.009671179883945724,0.01830282861896837,-0.014134275618374548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019599341521571778,0.0,0.0,0.0,0.014184397163120588,0.012698412698412653,-0.021459227467811037,0.012578616352201033,-0.0384615384615381,-0.02143798230754762,-0.011590071432956206
2004-05-23,-0.0035014366054128,-0.0020901920176013,-0.02479075362654526,-0.002200793479892438,-0.0004434507460210346,0.0,0.0,-0.006920489397487017,-0.011724023860331778,0.0,0.0,0.0,0.0,0.0,-0.022019246805361492,0.006700212383648596,0.01332853012737445,-0.008638088849962422,0.036992094644187956,-0.008659232239689785,-0.0019074660806163157,-0.006975559987311031,0.003853619572477207,0.008774206119272154,-0.027176904263893964,0.01699830666526525,-0.003131524008350761,0.018166169499836515,-0.01980198019801982,0.0005040322580645573,0.021276595744680882,0.010752688172043001,-0.006326015254586648,-0.03525641025641035,0.008130081300812941,-0.0060606060606061,-0.010000000000000009,0.012072434607645954,0.026819923371647514,0.035947712418300526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029689666742616833,0.0,0.0,0.0,0.014085205574567383,0.015673981191222763,-0.017543859649122973,-0.0031055900621117516,-0.010000000000000675,-0.02003576134010901,-0.01758943827433379
2004-05-30,0.023847323051134905,0.02777524468497039,0.0219859440769945,0.016762659583458905,0.04525262887490755,0.0,0.0,-0.0035014366054128,-0.006920489397487017,0.0,0.0,0.0,0.0,0.0,0.008237421235737896,0.03784371777912554,0.009452776824756759,-0.0026812418793757953,0.008850117027832338,-0.01747023005720738,0.00191111146090428,-0.0003194520931053546,0.02943019323790419,-0.030718452193057355,-0.0010356908642967788,0.03998637850397513,-0.006263048016701522,0.005580357142857095,0.0,-0.02130681818181812,0.0,0.042553191489361764,-0.0025510204081632404,0.023255813953488413,-0.022177419354838745,0.008130081300812941,-0.0060606060606061,-0.013916500994035852,-0.022388059701492602,-0.006309148264984188,0.0017921146953405742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019589982987866794,0.0,0.0,0.0,0.019493006993007045,-0.015432098765432167,0.0,-0.006230529595015688,-0.010050505050505254,0.0009572024164045678,0.019893701046996393
2004-06-06,0.0046980376001100055,0.0010631492767623207,-0.002353524498497239,0.007808622848810787,-0.006791207086346063,0.0,0.0,0.023847323051134905,-0.0035014366054128,0.0,0.0,0.0,0.0,0.0,0.015012058345879709,-0.015575025739565262,0.043159564150699437,0.0030246020766080406,0.006579225503808406,-0.023471570093600458,0.031654552999139884,0.010220568586283507,-0.005593314352116852,-0.02230026764405091,-0.005062936285401887,0.025655051974585064,-0.021008403361344463,-0.003131524008350761,0.04040404040404044,-0.011363636363636354,0.04040404040404044,0.021276595744680882,-0.025575447570332477,0.00026427061310779765,-0.024742268041236914,-0.022177419354838745,0.008130081300812941,-0.01814516129032251,-0.019083969465648942,0.0031746031746031633,-0.03220035778175312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019589982987866794,0.0,0.0,0.0,0.02499999999999991,-0.018808777429467072,0.008928571428571397,-0.00940438871473337,-0.0050505050505049165,0.01541095890410965,0.01072783857905546
2004-06-13,0.015487432926492684,0.012125680381250392,0.01886768699924346,0.009471019285228977,-0.00042734260843579897,0.0,0.0,0.0046980376001100055,0.023847323051134905,0.0,0.0,0.0,0.0,0.0,0.011194856137064946,0.02010282978615785,-0.010148215383312342,-0.02479075362654526,0.015613429938251988,0.010561263948240196,0.007394005771232504,-0.04362935906570753,-0.0034377148476344432,-0.0061126817812084955,-0.007611174953176536,-0.007750597559757155,0.025751072961373467,-0.006263048016701522,-0.03883495145631066,-0.011363636363636354,0.04040404040404044,0.0,0.04199475065616798,-0.025598511808476276,-0.010570824524313016,-0.024742268041236914,-0.022177419354838745,0.004106776180698102,-0.0019455252918287869,-0.006329113924050667,-0.005545286506469571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022367729510100243,0.0,0.0,0.0,0.022704081632653028,0.009584664536741228,0.013274336283185972,-0.006329113924050778,0.0,0.010273972602739767,-0.00032135460919735515
2004-06-20,0.0006269938929905905,-0.002668774839246324,0.036519565050388,-0.005672011511837161,0.015224077851213602,0.0,0.0,0.015487432926492684,0.0046980376001100055,0.0,0.0,0.0,0.0,0.0,-0.0007030489042809673,-0.0090182207816496,0.014195620256317376,0.0219859440769945,-0.006793230683802665,0.00540523294007178,0.017614385183373882,-0.019708470529403388,0.011602463142724062,0.003994747931428233,-0.003979580853183395,-0.027176904263893964,0.006276150627614996,-0.021008403361344463,0.030303030303030276,-0.011363636363636354,0.04040404040404044,0.04040404040404044,0.007556675062972307,-0.010571871781836217,0.0,-0.010570824524313016,-0.024742268041236914,-0.002044989775051076,0.003898635477582957,0.0031847133757960666,0.003717472118959231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441260744985672,0.04552590266875978,0.0,0.0,0.01734693877551019,-0.04113924050632889,0.017467248908296984,-0.006369426751592355,0.0,0.010273972602739767,-0.004313049634105504
2004-06-27,-0.0016322597842501896,0.001847899825781596,0.00960912631179478,-0.01291450786601156,0.00807122374429814,0.0,0.0,0.0006269938929905905,0.015487432926492684,0.0,0.0,0.0,0.0,0.0,-0.0020091146266703053,0.005607514251583345,0.01406066006955875,-0.002353524498497239,0.035277403262893525,0.02508975400809299,0.012561655243740866,-0.005071480092248115,-0.026968129627447435,-0.014959712370934408,0.008774206119272154,-0.0010356908642967788,-0.018711018711018657,0.025751072961373467,-0.02941176470588236,-0.011363636363636354,0.01635586635586639,0.04040404040404044,-0.015000000000000013,0.0073260073260073,0.007478632478632563,0.0,-0.010570824524313016,-0.038934426229508046,0.003883495145631022,0.0031746031746031633,0.012969847170590687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441260744985672,0.0,0.0,0.0,0.01734693877551019,-0.03960396039603964,0.010879547200929651,0.012820512820512997,-0.022988505747126964,0.0051369863013698835,-0.013609536477264816
2004-07-04,-0.009801358764083057,-0.00843289065410413,0.003807232201122668,-0.0030525838330672794,-0.0004212880715359635,0.0,0.0,-0.0016322597842501896,0.0006269938929905905,0.0,0.0,0.0,0.0,0.0,0.014601936901047496,-0.0072961409588602755,0.013867498145385904,0.01886768699924346,-0.02051466657469525,0.001398323400108259,0.01605975966119777,0.03635749339661687,-0.03345058131186096,-0.027834016523091365,-0.030718452193057355,-0.005062936285401887,-0.012711864406779627,0.006276150627614996,0.030303030303030276,-0.011931818181818155,-0.0018932617769826798,0.04040404040404044,-0.018921319796954328,0.014572094572094518,0.014520885999759314,0.007478632478632563,0.0,0.0,-0.03868471953578345,-0.011075949367088667,0.01974668969487614,0.0,0.0,0.01754385964912264,-0.01670146137787054,0.0,0.0,0.0,0.0,0.0,0.0,-0.010666666666666713,0.0,0.0,0.0,0.01789554531490012,-0.030927835051546504,0.008995237815274226,-0.015822784810126778,-0.01149425287356326,0.0025684931506849418,-0.010840651920563826
2004-07-11,-0.006407026928034076,-0.010187813996303974,0.009165522310295549,0.002624775311859784,-0.005480708468984075,0.0,0.0,-0.009801358764083057,-0.0016322597842501896,0.0,0.0,0.0,0.0,0.0,0.019391602565158594,-0.030299464804214582,-0.006838799597044476,0.036519565050388,-0.007454562196929304,0.007332710297800915,-0.016859771980932692,-0.0032786575382635075,0.0023072862752582246,-0.0003806684674701466,-0.02230026764405091,-0.007611174953176536,-0.03862660944205998,-0.018711018711018657,-0.02941176470588236,-0.012499999999999956,0.0039057841383423053,0.01635586635586639,-0.008658888857727753,0.02202020202020205,0.02291526939414268,0.014520885999759314,0.007478632478632563,0.002132196162046851,-0.004024144869215207,-0.006399999999999961,0.012880060756940037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010666666666666713,0.0,0.0025436850254367815,0.0,0.0015421618562534989,0.014184397163120588,-0.00891645069727276,0.016077170418006714,-0.01149425287356326,-0.006211180124223725,-0.014281341347259224
2004-07-18,-0.005712229568659244,-0.009128924338066113,0.02254976573942513,-0.004799592629774918,0.020771649760179534,0.0,0.0,-0.006407026928034076,-0.009801358764083057,0.0,0.0,0.0,0.0,0.0,0.018244458642860284,-0.025773398405892323,-0.0007648756591329686,0.00960912631179478,0.04041464575349751,-0.006371555256345807,0.0021436495251114795,0.035526309494139596,0.0026307252317760987,0.012966055324446446,-0.0061126817812084955,-0.003979580853183395,0.0022321428571427937,-0.012711864406779627,0.010101010101010166,-0.012499999999999956,0.015503875968992276,-0.0018932617769826798,-0.008226580049784438,0.022222222222222365,0.031746031746031855,0.02291526939414268,0.014520885999759314,0.015959715102299987,0.004040404040403844,-0.032206119162640934,0.008488964346349936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024275005011024253,0.0025025025025025016,0.0,0.0,-0.018421052631579005,0.014085205574567383,-0.031531531531531654,0.009620863690016024,-5.551115123125783e-17,-0.006938747607328627,-0.012466406967625354
2004-07-25,-0.018485674925219686,-0.015807053021553163,-0.024808738489767057,-0.030249548253022618,-0.021594694961530325,0.0,0.0,-0.005712229568659244,-0.006407026928034076,0.0,0.0,0.0,0.0,0.0,-0.00871646457176678,-0.014814736497635983,0.008422642720509188,0.003807232201122668,-0.003437397825015287,0.0028055108125539796,0.002852316545446154,-0.004129466160840645,0.0360775818170731,-0.004144384350942165,0.003994747931428233,0.008774206119272154,-0.024498886414254017,-0.03862660944205998,0.005050505050505083,0.011235955056179803,-0.007633587786259555,0.0039057841383423053,-0.02197802197802201,0.022222222222222365,0.013461538461538414,0.031746031746031855,0.02291526939414268,0.02563580452127656,0.012072434607645954,-0.0016638935108153063,0.011784511784511675,-0.023184621617971413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032066671677690894,0.0,0.0,0.0,-0.04021447721179616,0.019493006993007045,0.023255813953488413,0.0049379831789992945,-0.018518518518518712,-0.0014551349662098034,-0.013305696770509856
2004-08-01,0.019334509621225626,0.017253755652856473,-0.0028253761818285428,-0.007685548282016175,0.023769185321446118,0.0,0.0,-0.018485674925219686,-0.005712229568659244,0.0,0.0,0.0,0.0,0.0,0.013189975000303056,-0.022019246805361492,-0.034168577541322964,0.009165522310295549,0.022766361363129706,-0.004895663953989771,-0.022040729435383266,-0.015630289259129793,0.0006331724351973378,-0.007148199762626151,-0.014959712370934408,-0.030718452193057355,0.01598173515981749,0.0022321428571427937,0.0,0.02228464419475662,-0.011509101585437498,0.015503875968992276,0.03651685393258419,0.013966480446927276,0.007590132827324458,0.013461538461538414,0.031746031746031855,0.012654233389101321,-0.013916500994035852,-0.0033333333333332993,0.01830282861896837,0.0,0.0,-0.034482758620689724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026249999999999996,0.0,0.0,0.0025436850254367815,-0.0027932960893853886,0.02499999999999991,-0.01818181818181841,-0.01497762863534663,-0.03703703703703687,0.009512090316027844,0.0
2004-08-08,-0.033218285296369165,-0.035997868371969055,0.012812241681689263,-0.015945354591341165,0.009535973572749157,0.0,0.0,0.019334509621225626,-0.018485674925219686,0.0,0.0,0.0,0.0,0.0,-0.030761641998687472,0.008237421235737896,0.02869451422128022,0.02254976573942513,0.014839837686283497,-0.016514454799883005,0.012722535068778518,0.00648099247363354,0.013919201528112657,0.004117088523204693,-0.027834016523091365,-0.02230026764405091,0.013608845107998646,-0.024498886414254017,-0.008000000000000007,0.03333333333333344,0.003418803418803351,-0.007633587786259555,0.020968454066563114,0.013966480446927276,0.04143126177024503,0.007590132827324458,0.013461538461538414,0.003824091778202643,-0.01814516129032251,0.01672240802675584,0.035947712418300526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001637516046213039,0.0,0.0,0.0,-0.016806722689075793,0.022704081632653028,-0.01851851851851838,-0.036666666666666514,0.0007122507122509503,0.009512090316027844,-0.03596182477370147
