Date,Dow_Jones,RealEstate,SP500,Financials,Industrials,Staples,Utilities,Healthcare,Discretionary,NASDAQ,CorporateBonds (t-21),CorporateBonds (t-23),Dow_Jones (t-11),HighDividend (t-7),Gold (t-6),Gold (t-8),Gold (t-10),SP500 (t-12),SP500 (t-24),Utilities (t-10),Healthcare (t-13),NASDAQ (t-3),Federal Funds Effective Rate (t-11),1-Month Treasury Yield (t-13),1-Month Treasury Yield (t-14),5-Year Treasury Yield (t-19),20-Year Treasury Yield (t-18),20-Year Treasury Yield (t-20),30-Year Treasury Yield (t-10),15-Year Mortgage Rate (t-4),30-Year Mortgage Rate (t-4),30-Year Mortgage Rate (t-10),30-Year Mortgage Rate (t-22),10-Year Euro Gov Bond Yield (t-4),PPI (t-15),China CPI (t-24),US Dollar Index (t-2),Velocity of Money (t-10),Retail Sales (t-5),Retail Sales (t-9),Industrial Production (t-18),2y10y (t-24),2y20y (t-21),5y10y (t-21),5y10y (t-22),10y30y (t-12),Technology
2004-03-28,0.0025511331652456892,-0.00901822145306308,-0.0002701950292310906,-0.011263116814890783,0.005415715200008275,-0.004430768265440421,-0.004979160370065627,-0.005070857001653772,0.003853699238227648,0.010074904081633917,0.0,0.0,0.0030653165692955398,0.0,0.0,0.0,0.0,0.013947388919169246,0.0,0.0017176739662299045,0.006097793159091314,0.008774206119272154,-0.01980198019801982,-0.011363636363636354,-0.011363636363636354,-0.012539184952978122,-0.009803921568627416,0.02499999999999991,-0.01945525291828787,0.004106776180698102,0.0,-0.035775127768313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008875739644970349,-0.04504504504504525,0.0277777777777779,-0.02912621359223244,0.012658535102216817
2004-04-04,0.027006183909099812,0.005607477111775838,0.03251375687393754,0.02174644543426041,0.03347457418378852,0.0155764616872196,0.012093027499297193,0.03635784955852239,0.029430512759070826,0.003994747931428233,0.0,0.0,0.014320330340735321,0.0,0.0,0.0,0.0,0.010428478038148059,-0.002964706537190276,0.019716811822409586,0.017508395808910837,-0.030718452193057355,-0.010101010101010055,-0.011363636363636354,-0.011363636363636354,-0.012539184952978122,0.02970297029702973,-0.04315196998123838,0.007936507936507908,-0.002044989775051076,0.0017921146953405742,-0.0035335689045937757,-0.018181818181818077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00597609561752982,-0.017910447761193993,-0.012621532423512938,-0.008633633633633675,-0.024344660194174278,0.04399985867891254
2004-04-11,-0.002572216608144773,-0.007296367030030559,-0.0023548476626512604,-0.0023654184557952984,0.0033505728843381544,0.00043757060579974194,-0.007829228508438257,-0.003278742821707814,-0.005593313927467869,-0.014959712370934408,0.0,0.0,-0.0024502431754177545,0.0,0.0,0.0,0.0,0.016371607598847815,-0.006521951747927912,0.000840506935341212,0.003308870488924587,-0.02230026764405091,0.020408163265306145,-0.011363636363636354,-0.011363636363636354,-0.0284589415889151,-0.02115384615384619,-0.009803921568627416,0.0059055118110236116,-0.038934426229508046,-0.03220035778175312,0.007092198581560183,0.006734006734006703,0.0,0.0,0.0,0.0,0.0,0.02615869464671783,0.0,0.0,-0.005976095617529931,-0.00911854103343468,-0.004662116697106533,-0.012621532423512938,-0.019563106796116114,-0.006226134362362745
2004-04-18,0.00028078255213115355,-0.030299567792812843,-0.004722559345279209,-0.022349736703932255,0.005565640057901611,0.010951017781585692,-0.02367036404003242,0.035525949172241944,-0.0034375618894748605,-0.027834016523091365,0.0,0.0,-0.007367993738081169,0.0,0.0,0.0,0.0,0.0017505274550175809,0.01660583756240963,-0.010919091043908091,0.004617560861130965,-0.0061126817812084955,0.030000000000000027,-0.011931818181818155,-0.011363636363636354,-0.022189349112426038,0.005893909626719207,0.02970297029702973,-0.005870841487279899,0.0,-0.005545286506469571,0.007042253521126751,0.00836120401337781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-0.015337423312883347,-0.02912621359223244,-0.004662116697106533,-0.009999999999999787,-0.03180708852144498
2004-04-25,0.002484216675509243,-0.02577322584894981,0.004656801765738239,-0.008659415316044194,0.008117895172748746,0.008232064100426095,0.0017014524880083481,-0.004129298149523342,0.011602077420065582,-0.0003806684674701466,0.0,0.0,0.008850066336787199,0.0,0.0,0.0,0.0,-0.0083016678300879,0.0029440462203351725,0.009341166500501652,0.010505428220899837,0.003994747931428233,-0.03883495145631066,-0.012499999999999956,-0.011931818181818155,0.0,-0.025390625,-0.02115384615384619,0.0,0.002132196162046851,0.003717472118959231,-0.010489510489510412,-0.03316749585406309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01612903225806439,-0.02180685358255452,-0.04000000000000048,-0.02912621359223244,-0.04040404040404044,0.0007715881283026915
2004-05-02,-0.024495034397511883,-0.014814815446404728,-0.029730504506444322,-0.017470050202570753,-0.03367481855838195,-0.0038677698279754313,-0.01146523657141374,-0.015630033560231515,-0.026968209444727442,0.012966055324446446,0.0,0.0,0.006509126624558936,0.0,0.0,0.0,0.0,0.008547872799955947,-0.0014205381002139195,-0.0054686925669890085,0.006497772191161211,-0.014959712370934408,0.02020202020202011,-0.012499999999999956,-0.012499999999999956,-0.021671826625386914,0.0,0.005893909626719207,0.0019685039370078705,0.015959715102299987,0.012969847170590687,-0.014134275618374548,0.010291595197255532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02459016393442648,0.022292993630573132,0.041666666666667185,-0.04000000000000048,-0.014938862307283474,0.022090239872845308
2004-05-09,-0.011722977636785314,-0.02201906608896098,-0.009012715411562233,-0.0234710717779949,-0.006818437963790669,-0.010353401791467265,-0.02319561549315774,0.006480818309999803,-0.0334501221332314,-0.004144384350942165,0.0,0.0,-0.00012232834227721145,0.0,0.0,0.0,0.0,0.005941072087357169,-0.011852994675938255,0.02622666691225728,0.025177721062821234,-0.027834016523091365,0.00020002000200014525,0.011235955056179803,-0.012499999999999956,-0.00925363483168079,0.044088176352705455,-0.025390625,-0.015717092337917515,0.02563580452127656,0.01974668969487614,0.0,0.022071307300509213,0.0,0.0,0.0,0.0,0.0,-0.011379795883427857,0.02615869464671783,0.0016794651749658662,-0.029411764705882137,0.02180685358255463,0.02999999999999936,0.041666666666667185,-0.014154317833418584,0.0015884788107199954
2004-05-16,-0.0069213073326637176,0.008236885889524315,0.0007277281172215488,0.010560747424395167,-0.001906830578586094,-0.009590674728278459,-0.008355581182039828,-0.011590323897318622,0.0023069636174710695,-0.007148199762626151,0.0,0.0,-0.003288467018161656,0.0,0.0,0.0,0.0,-0.0021711270391389093,0.02149552345318706,0.014838918668617751,-0.006926824724113989,-0.0003806684674701466,-0.029131759329779183,0.02228464419475662,0.011235955056179803,0.0031645569620253333,-0.04414587332053732,0.0,-0.019960079840319334,0.012654233389101321,0.012880060756940037,0.0017921146953405742,-0.023255813953488302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012987012987013324,-0.0335365853658538,-0.03883495145631033,0.02999999999999936,-0.004265960576640526,-0.0076532573462002595
2004-05-23,-0.0035010803892888687,0.015011571241713817,-0.002089788888344102,0.005405233282254063,0.0019104735279287244,-0.002200517673954794,-0.0004429490638686584,-0.017589955114181932,0.0026308861226480573,0.004117088523204693,0.0,0.0,0.0012251068944861832,0.0,0.0,0.0,0.0,0.0012182128346411858,0.0037574381955884917,-0.024776173995621265,-0.006975644628693156,0.012966055324446446,-0.024230769230769278,0.03333333333333344,0.02228464419475662,-0.006557377049180357,-0.016064257028112428,0.044088176352705455,-0.004073319755600879,0.003824091778202643,0.008488964346349936,-0.03220035778175312,-0.010204081632652962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03070175438596534,0.0,0.010101010101009944,-0.03883495145631033,0.03030303030302961,0.006169568392091929
2004-05-30,0.02384695464727349,0.011194474477350336,0.02777463247470613,0.025089881518657098,0.03165542574666058,0.016762309432281963,0.04525245395087185,0.01989414992446159,0.03607749879726452,0.03904106278913333,0.0,0.0,-0.034839056070096186,0.0,0.0,0.0,0.0,0.011824041112747707,0.012072885039991377,0.011946906369281196,-0.0003190289196456364,-0.004144384350942165,-0.010000000000000009,0.021505376344086002,0.03333333333333344,0.0016718065249147762,0.010204081632652962,-0.04414587332053732,0.0,0.01904761904761898,0.011784511784511675,-0.005545286506469571,-0.001718213058419349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297872340425529,0.03154574132492116,0.020000000000000018,0.010101010101009944,0.03475935828876997,0.029637755380644837
