Date,Dow_Jones,SP500
2004-04-04,0.027005947487806825,0.03251345365843217
2004-04-11,-0.002571762625571461,-0.002355138637482601
2004-04-18,0.0002812379022156808,-0.004720911478080625
2004-04-25,0.002484100866583905,0.004655625972299404
2004-05-02,-0.02449524480426868,-0.029730892813094267
2004-05-09,-0.011724718158163894,-0.009012318813391818
2004-05-16,-0.006920020724492715,0.000727526194880479
2004-05-23,-0.0035016733907097253,-0.002089890197784383
2004-05-30,0.023847325889372772,0.027775247493021293
2004-06-06,0.004697805656407761,0.0010633461151274837
2004-06-13,0.015488132510465213,0.012125679189751715
2004-06-20,0.0006260821850507803,-0.002669162920877599
2004-06-27,-0.001630666597740138,0.001848095055457355
2004-07-04,-0.0098029454228723,-0.008432502811724918
2004-07-11,-0.006405993993336856,-0.010188300960123242
2004-07-18,-0.005712806535466464,-0.009129025146003333
2004-07-25,-0.018486260026230217,-0.01580715767202656
2004-08-01,0.019334760971224663,0.017254067210683788
2004-08-08,-0.03321800945050646,-0.03599777216905853
2004-08-15,0.003353911220975503,0.003182262808323122
2004-08-22,0.02884585004833551,0.03069335814655405
2004-08-29,0.008986919423532136,0.008779563570888493
2004-09-05,0.0068527590699014596,0.006011815803990128
2004-09-12,0.0035973029767457643,0.008383490865589094
2004-09-19,-0.0010615338012449627,0.004962329305890245
2004-09-26,-0.022231174869038917,-0.014935850900059777
2004-10-03,0.014296726069663146,0.019648151718795637
2004-10-10,-0.014291269731907752,-0.010030609696181747
2004-10-17,-0.012214386823708234,-0.011110229952916773
2004-10-24,-0.01634076089795644,-0.011414651687386757
2004-10-31,0.026800572163320213,0.029184501645458383
2004-11-07,0.038254674835381364,0.036042438312225755
2004-11-14,0.013721327995940502,0.012875066052350892
2004-11-21,-0.0049934546765528776,-0.00860390783069298
2004-11-28,0.0033470606333294572,0.007920848200376529
2004-12-05,0.0073383205632056026,0.007604143195943269
2004-12-12,-0.0017980046701477903,0.0006709476534654257
2004-12-19,0.011320575027179869,0.0056498527113788555
2004-12-26,0.015207610835129781,0.011135091660162466
2005-01-02,-0.005918147856169509,0.0008280145527088667
2005-01-09,-0.01553412282251776,-0.020104070962226328
2005-01-16,-0.0037793816416968884,-0.0016885146027670883
2005-01-23,-0.014252012481973053,-0.012347698072013302
2005-01-30,0.005777928118393172,0.005566075275263982
2005-02-06,0.024512351074714944,0.023844006101330972
2005-02-13,0.010186632741863377,0.004490977131884399
2005-02-20,-0.00038140176250722746,-0.003145966529131905
2005-02-27,0.005101312128218849,0.008638328110281979
2005-03-06,0.010888823961299421,0.010705860694900649
2005-03-13,-0.015518829575075888,-0.019066088285101257
2005-03-20,-0.015877534916341807,-0.011499671580638693
2005-03-27,-0.014344881275390242,-0.011810181737215708
2005-04-03,-0.003734348726544323,0.0024758940537457086
2005-04-10,0.0047083857829415265,0.004854067356095726
2005-04-17,-0.036034605646569684,-0.03262776457213723
2005-04-24,0.011221123793030419,0.012439799613279012
2005-05-01,0.0004903591319773692,0.0015580450694001602
2005-05-08,0.015214161550203276,0.011576524444476988
2005-05-15,-0.017016086036511613,-0.011700422828085588
2005-05-22,0.03240306211648303,0.029381555144178506
2005-05-29,0.007073003568538239,0.009486122507891048
2005-06-05,-0.006168884260700391,-0.0008320536512975707
