Date,Dow_Jones,HighDividend,RealEstate,Industrials,Technology,Utilities,Healthcare,NASDAQ,10-Year Treasury Yield,15-Year Mortgage Rate,US Dollar Index,3m5y,Dow_Jones (t-7),Dow_Jones (t-14),Dow_Jones (t-23),Gold (t-3),Gold (t-22),RealEstate (t-1),RealEstate (t-18),SP500 (t-1),SP500 (t-22),Materials (t-21),Energy (t-4),Energy (t-5),Energy (t-7),Financials (t-1),Financials (t-2),Financials (t-3),Financials (t-10),Financials (t-13),Financials (t-22),Industrials (t-1),Industrials (t-6),Industrials (t-14),Healthcare (t-12),Discretionary (t-4),Discretionary (t-5),Discretionary (t-6),Discretionary (t-15),NASDAQ (t-10),NASDAQ (t-17),NASDAQ (t-22),10-Year Treasury Yield (t-19),2-Year Treasury Yield (t-16),Federal Funds Effective Rate (t-24),1-Month Treasury Yield (t-17),3-Month Treasury Yield (t-3),5-Year Treasury Yield (t-4),20-Year Treasury Yield (t-12),20-Year Treasury Yield (t-13),20-Year Treasury Yield (t-17),20-Year Treasury Yield (t-19),30-Year Treasury Yield (t-11),30-Year Treasury Yield (t-22),15-Year Mortgage Rate (t-19),3-Month Euro Gov Bond Yield (t-8),10-Year India Gov Bond Yield (t-24),CPI (t-10),CPI (t-24),PPI (t-16),Europe CPI (t-3),Real GDP (t-15),Consumer Confidence Index (t-7),Consumer Confidence Index (t-24),US Dollar Index (t-1),US Dollar Index (t-9),Building Permits (t-4),3m5y (t-8),3m5y (t-11),2y10y (t-5),2y20y (t-3),Staples
2004-03-14,-0.03484072080060663,0.0,-0.01557560386346657,-0.03995524612316759,-0.03076963619359685,-0.024776278182467748,-0.043629438673131626,-0.030718452193057355,-0.0181818181818183,-0.038934426229508046,0.0,0.02259887005649719,-0.002449066423435342,0.007342104522065851,0.02808111611544195,0.0,0.0,0.03784382500954808,0.02720444107244857,0.011823785978123391,0.011412710334496312,0.010078534977613351,0.04041504665168194,-0.007454800186036614,0.035276518892222164,0.01941082549013018,0.003694588112379771,-0.0010064614684787143,0.011887504339856525,0.009224941488179095,0.011786919936557005,0.007454031004480832,-0.014223593877221052,0.009120236963893413,0.009983955067685457,0.004750040945962208,0.008623036940373696,-0.023088898071287445,0.02915294131709567,0.01699830666526525,-0.02054049781774403,0.018473182756770345,0.021226415094339535,0.0,0.0,-0.03157894736842093,0.021739130434782483,-0.03525641025641035,-0.025390625,0.005893909626719207,-0.04315196998123838,0.011673151750972943,0.007827788649706457,0.021032504780114536,-0.024118738404452666,0.0,0.0,0.004312668463611891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01834862385321101,0.008771929824561209,0.012931034482758452,-0.0031055900621117516,-0.022048831972163452
2004-03-21,-0.004325478998899568,0.0,0.02010259418615923,-0.0003910430558985434,-0.020337201509864844,0.011946792048659116,-0.019708701265137574,-0.02230026764405091,0.005291005291005346,0.0,0.0,0.02511158972438121,-0.007368618721857456,0.018521674072851324,0.014283102632859146,0.0,0.0,-0.01557560386346657,0.014341268091057957,-0.03265141156699114,-0.002963992946917071,-0.007809066855266389,-0.003437937473563024,0.04041504665168194,-0.020514405864380025,-0.029218246321534025,0.01941082549013018,0.003694588112379771,0.008544034289464708,0.01442405520402934,0.011274029564150245,-0.03995524612316759,0.003329578115881082,0.02436102999664569,0.006097658050677746,0.00031493629235934684,0.004750040945962208,0.008623036940373696,-0.014493083262738793,0.03998637850397513,-0.018847204365607606,-0.001540258836396191,0.027934223713451556,0.0,-0.03883495145631066,0.010869565217391353,0.02127659574468077,0.023255813953488413,0.0,-0.025390625,-0.009803921568627416,0.02499999999999991,0.029126213592232997,0.005617977528090012,0.009505703422053147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523477,0.008771929824561209,-2.220446049250313e-16,-0.006230529595015688,0.0014066101702872036
2004-03-28,0.0025506987977044204,0.0,-0.009018038284978935,0.005415298338446339,0.01265867656882036,-0.004979193971433538,-0.005070798594685733,-0.0061126817812084955,0.009224450013923802,0.002132196162046851,0.0,0.02511158972438121,0.008850228792818493,0.02242882182026351,0.0013672413298226882,0.0,0.0,0.02010259418615923,-0.027864261161120063,-0.010043270799512394,-0.0065223463672209325,0.045474428495193564,0.022766854591648622,-0.003437937473563024,-0.007454800186036614,-0.004649144977251551,-0.029218246321534025,0.01941082549013018,0.018708193189216127,0.0065264402780425,-0.008546705994417092,-0.0003910430558985434,0.002212728630931915,0.020717309526880667,0.017508437742413507,0.007876698943372062,0.00031493629235934684,0.004750040945962208,0.01537405768432798,0.025655051974585064,0.035049741647660504,-0.024456702655097584,0.0090271773037226,-0.02127659574468077,0.010101010101010166,0.032258064516129004,-0.02083333333333337,0.00026427061310779765,0.044088176352705455,0.0,0.02970297029702973,-0.04315196998123838,-0.030188679245283012,-0.01862197392923659,0.015065913370998052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666652,-0.01834862385321101,0.0,-0.00940438871473337,-0.004430658396692655
2004-04-04,0.02700461031056789,0.0,0.005607579994261647,0.03347509270461324,0.04399974885511693,0.01209318880031085,0.036357518492019514,0.003994747931428233,0.013807863031071732,0.015959715102299987,0.0,0.03426670015067801,0.006508953130990092,0.0051593794426940676,-0.01151081620117056,0.0,0.0,-0.009018038284978935,0.030148649063594046,-0.000270141854356476,0.016604970949027242,0.0033457245635579724,0.014839714262992354,0.022766854591648622,0.04041504665168194,-0.01126278335580666,-0.004649144977251551,-0.029218246321534025,0.008662325449567465,0.011887504339856525,0.018365599127369903,0.005415298338446339,-0.006990736125834229,0.002643436972296076,0.003309245337945521,0.01562990116241214,0.007876698943372062,0.00031493629235934684,0.01857385277734047,-0.007750597559757155,-0.011447493375761675,0.035709880701408236,-0.016587677725118377,-0.01607308048103606,-0.020000000000000018,0.0005040322580645573,0.02127659574468077,-0.025598511808476276,-0.04414587332053732,0.044088176352705455,-0.02115384615384619,-0.009803921568627416,-0.01945525291828787,0.00189753320683117,-0.04081632653061218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007499999999999896,-0.004501414730343767,-0.00851063829787213,-0.006329113924050778,0.01557631773137036
2004-04-11,-0.0025720035258434137,0.0,-0.007296442475154652,0.0033504991588404476,-0.006226168079212613,-0.007828349071922869,-0.003278820457055742,-0.014959712370934408,0.02623129095956278,0.02563580452127656,0.0,0.040909090909090784,-0.00012155837161431648,0.01065138247718389,0.019235442633502853,0.0,0.0,0.005607579994261647,0.005874152328052773,0.0325138609656912,0.002944504698146888,-0.00791923066225908,-0.027583539585642525,0.014839714262992354,-0.003437937473563024,0.02174633020339467,-0.01126278335580666,-0.004649144977251551,-0.0020609979345964646,0.008544034289464708,-0.002576155126363333,0.03347509270461324,-0.0059277935871282494,0.007156306049427519,0.004617157430856889,-0.03508756105913302,0.01562990116241214,0.007876698943372062,0.007128356472267505,-0.027176904263893964,0.005769397581208313,0.019940912258924692,-0.02096664992246694,-0.010869565217391353,0.030612244897959107,-0.02130681818181812,-0.02083333333333337,-0.010571871781836217,-0.016064257028112428,-0.04414587332053732,0.005893909626719207,0.02970297029702973,0.007936507936507908,0.01893939393939381,0.009671179883945724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013716108452949682,0.009345794392523477,-0.021459227467811037,-0.006369426751592355,0.00043837557065029564
2004-04-18,0.0002815183914182118,0.0,-0.030299721048075323,0.005565895150269506,-0.03180677350574235,-0.023671201594540947,0.035526294586768925,-0.027834016523091365,0.038004750593824355,0.012654233389101321,0.0,0.040909090909090784,-0.003289856672302416,0.0030674148292741954,0.0008145920765287862,0.0,0.0,-0.007296442475154652,0.013859880580536332,-0.002355255567472181,-0.0014206149168263238,-0.01428640211127441,0.004934608522311867,-0.027583539585642525,0.022766854591648622,-0.0023644648432237236,0.02174633020339467,-0.01126278335580666,0.015146267486551457,0.018708193189216127,-0.01070126080591327,0.0033504991588404476,0.007454031004480832,0.005983942607079795,0.010505853878111315,-0.005366932814021452,-0.03508756105913302,0.01562990116241214,0.004504384166681419,-0.0010356908642967788,0.0010364389590815648,-0.02054049781774403,-0.00912671176912766,-0.005434782608695676,0.025207112547989463,-0.011363636363636354,0.010638297872340496,0.0073260073260073,0.010204081632652962,-0.016064257028112428,-0.025390625,-0.02115384615384619,0.0059055118110236116,-0.03159851301115235,0.026819923371647514,0.0,0.0,0.0,0.0,0.0,0.0,0.005729164860697633,0.0,0.0,0.0,0.0,0.0,-0.00906631489513926,0.04166666666666652,-0.017543859649122973,0.012820512820512997,0.01095056576037412
2004-04-25,0.002485383668899388,0.0,-0.025773358872339114,0.008118203248754341,0.0007715115913369264,0.001700906014557635,-0.004129329491998068,-0.0003806684674701466,0.02517162471395884,0.003824091778202643,0.0,0.019230769230769162,0.001226477001480264,0.014318234955320808,-0.0014256290817573625,0.0,0.0,-0.030299721048075323,0.008414311723906831,-0.004721535057492066,-0.01185258483779561,0.042200164819427455,-0.030054666478085634,0.004934608522311867,0.014839714262992354,-0.02235029709071068,-0.0023644648432237236,0.02174633020339467,0.010512009333523364,0.008662325449567465,-0.009697832964523978,0.005565895150269506,-0.03995524612316759,0.0334568854121684,0.006497388812441107,0.003853828320437902,-0.005366932814021452,-0.03508756105913302,0.009609785031766904,-0.005062936285401887,0.011337656659464734,-0.018847204365607606,0.007092198581560183,0.0,0.00990099009900991,-0.011363636363636354,0.0,0.014572094572094518,0.010101010101010166,0.010204081632652962,0.0,0.005893909626719207,-0.005870841487279899,-0.015355086372360827,-0.022388059701492602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00906631489513926,0.007499999999999896,0.0,-0.015822784810126778,0.008232203628196766
2004-05-02,-0.024495395908808337,0.0,-0.014814489456406399,-0.03367495834577561,0.022089997827266394,-0.011464520133992018,-0.015630115384379528,0.012966055324446446,0.018166169499836515,0.01904761904761898,0.0,0.019230769230769162,-0.03484072080060663,-0.002449066423435342,-0.011933731638640976,0.0,0.0,-0.025773358872339114,0.008141047778713162,0.004656077683384385,0.021494676502565868,0.034764031827445585,0.025704226391798368,-0.030054666478085634,-0.027583539585642525,-0.008659650847927636,-0.02235029709071068,-0.0023644648432237236,-0.0010064614684787143,-0.0020609979345964646,0.019585670408805322,0.008118203248754341,-0.0003910430558985434,-0.013668658603528283,0.025177736528926076,0.029430534545292764,0.003853828320437902,-0.005366932814021452,0.006979173889750001,-0.007611174953176536,0.01699830666526525,0.035049741647660504,-0.025821596244131273,0.011904761904761862,0.0,-0.011363636363636354,-0.021052631578947323,0.02202020202020205,-0.010000000000000009,0.010101010101010166,0.044088176352705455,-0.025390625,0.0,0.01949317738791434,-0.019083969465648942,-0.0290500119645849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019361084220717029,-0.04205607476635531,-0.0013716108452949682,0.008928571428571397,0.016077170418006714,-0.0038674779786724844
2004-05-09,-0.011725595320395854,0.0,-0.022019298569893153,-0.006818388480560711,0.001588744550192922,-0.0231959237202779,0.006480715525204017,-0.004144384350942165,0.005580357142857095,0.02073876279483755,0.0,0.01653579984029807,-0.004325478998899568,-0.007368618721857456,0.016477460402748667,0.0,0.0,-0.014814489456406399,-0.0009085228648042509,-0.02973067590709566,0.0037578555411341696,0.021739112716413267,0.014074356696371915,0.025704226391798368,0.004934608522311867,-0.017470224264050982,-0.008659650847927636,-0.02235029709071068,0.003694588112379771,0.015146267486551457,0.0011083687882513793,-0.03367495834577561,0.005415298338446339,-0.014223593877221052,-0.006927125890767938,-0.005593463303838697,0.029430534545292764,0.003853828320437902,0.009767260569125913,-0.003979580853183395,0.03998637850397513,-0.011447493375761675,-0.010501159567848806,0.008893557422969156,0.0,-0.011363636363636354,0.010752688172043001,0.022222222222222365,-0.0060606060606061,-0.010000000000000009,-0.04414587332053732,0.0,0.0019685039370078705,-0.005736137667304075,-0.0019455252918287869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02259887005649719,-0.00906631489513926,0.013274336283185972,0.009620863690016024,-0.010353987112729057
2004-05-16,-0.006919743335046857,0.0,0.008237020242155557,-0.0019066000671126293,-0.007652709865730745,-0.008355880902760626,-0.011590463615152813,-0.007148199762626151,-0.003131524008350761,0.0068443239003986855,0.0,-0.0016120079832775969,0.0025506987977044204,0.008850228792818493,0.007342104522065851,0.0,0.0,-0.022019298569893153,0.0007070178512020853,-0.009012245203975922,0.012073253542291162,0.013658509235527472,0.033852742453733375,0.014074356696371915,-0.030054666478085634,-0.023470436498372882,-0.017470224264050982,-0.008659650847927636,0.01941082549013018,0.010512009333523364,0.009224941488179095,-0.006818388480560711,0.03347509270461324,0.003329578115881082,-0.006974859699173552,-0.0034376326808771562,-0.005593463303838697,0.029430534545292764,-0.023088898071287445,0.008774206119272154,0.025655051974585064,0.005769397581208313,0.004819277108433662,0.008893557422969156,0.030612244897959107,-0.011931818181818155,0.042553191489361764,0.022222222222222365,0.008130081300812941,-0.0060606060606061,-0.016064257028112428,0.044088176352705455,-0.015717092337917515,0.005769230769230749,0.003898635477582957,0.0,0.0,0.004294149221685473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02511158972438121,-0.00906631489513926,0.017467248908296984,0.0049379831789992945,-0.009590488208750858
