Date,Technology,Technology_Prediction,Dow_Jones,RealEstate,SP500,Energy,Financials,Industrials,Staples,Healthcare,Discretionary,NASDAQ,1-Month Treasury Yield,15-Year Mortgage Rate,CorporateBonds (t-9),Dow_Jones (t-11),Materials (t-6),Energy (t-9),Utilities (t-3),Utilities (t-8),Healthcare (t-2),Healthcare (t-6),Healthcare (t-7),Discretionary (t-4),Discretionary (t-9),NASDAQ (t-4),NASDAQ (t-7),10-Year Treasury Yield (t-4),Federal Funds Effective Rate (t-11),Federal Funds Effective Rate (t-12),1-Month Treasury Yield (t-5),15-Year Mortgage Rate (t-1),15-Year Mortgage Rate (t-6),30-Year Mortgage Rate (t-1),30-Year Mortgage Rate (t-9),2y20y (t-10),10yTrea30yFRM (t-4)
2020-02-16,0.02277069435718082,0.019916709347623483,0.011504519271675395,0.04273681131519491,0.016255310290696157,0.011115205897162639,0.008085379397465786,0.011835066974009711,0.008247817958777715,0.008637558252380773,0.026342767777743692,0.02212800859000752,0.019108280254777066,0.0,0.0026199659356871408,0.007495195787046827,-0.023544761779031975,0.009879506296617713,0.023966461430306563,0.027212122160876095,-0.032402920729563855,-0.010109974492098717,0.0023370708027750098,0.013059978173991071,0.011746490135543741,0.022887381448094324,0.00914963838576388,0.011065573770491777,0.006451612903225712,0.0,0.0,-0.009999999999999898,-0.00940438871473348,-0.017094017094017033,0.013586956521739024,-0.03894018466479371,0.027932960893854553
2020-02-23,-0.0009724291626492798,0.0015126683642522564,-0.00104176141695278,0.021019423901872558,0.002025719694638939,0.0015268082058432775,-0.002373642414288668,-0.0002852340854321289,0.0030434966082548143,0.001913135172667224,0.007893802107133974,0.0031209876868233954,0.009554140127388533,0.006734006734006703,-0.002969355331998269,-0.0008901070475760831,-0.002344170193467998,0.027336754469978075,0.00906955722934999,-0.00325114687372674,0.039338326820036684,0.015408805958107674,-0.010109974492098717,-0.015938862467542725,0.01453789506658043,-0.007884837910294817,0.0015710015386902754,0.005464480874316946,-0.0064102564102563875,0.006451612903225712,0.013157894736842035,0.0,-0.02848101265822789,0.005797101449275477,0.0,-0.05660377358490609,0.010869565217391353
2020-03-01,-0.00930248476973683,-0.0063095139294182265,0.0016322263953294502,0.022934763378940126,-0.004076639639394308,-0.03462502081764762,-0.0259725852413899,-0.010513086631037505,0.029528307293900602,0.02210573310263375,-0.01037128127282988,-0.007461538634942755,0.0047770700636942665,-0.013377926421404673,0.002710300529572107,0.005023381158527629,0.026183190290298697,0.005215323647576708,-0.005653770886591802,-0.006834454472094076,0.008637558252380773,0.016439572216756737,0.015408805958107674,-0.005001938697183017,0.012043326355897666,-0.01760293162382054,0.017525203339342266,0.052980132450331174,0.0,-0.0064102564102563875,0.0,0.006734006734006703,0.006514657980456029,0.0057636887608070175,0.002680965147453085,-0.01968119713728067,0.026940158952781568
2020-03-08,-0.023488317485969523,0.0065375701924608055,0.016852494896239856,0.04656749026933005,0.004050591622629662,-0.06118845214981916,-0.03911250625673668,-0.00862063811720104,0.06121743933006929,-0.00889054949078616,-0.010187398982184015,0.0009629559464752191,0.0023885350318471332,-0.05423728813559325,0.003453098062054405,0.011409371776278432,-0.022898197594155456,0.008532405022823042,0.02624301755283187,0.007194177481258057,0.001913135172667224,-0.019427603903901636,0.016439572216756737,0.023858853093475352,-0.0017453157497001603,0.040385940524598096,0.022887381448094324,0.026490066225165587,0.0,0.0,0.012987012987013102,-0.013377926421404673,-0.016181229773462702,-0.011461318051575908,-0.005347593582887722,0.00014611338398573537,0.0381720430107525
2020-03-15,-0.023488317485969523,0.00491523863987631,0.016852494896239856,0.04656749026933005,0.004050591622629662,-0.06118845214981916,-0.03911250625673668,-0.00862063811720104,0.06121743933006929,-0.00889054949078616,-0.010187398982184015,0.0009629559464752191,0.0011942675159235666,-0.03070287345847761,-0.0007119823537123926,0.006573355264065661,-0.03531961820322582,-0.009768362779682627,0.012695207991488544,0.03664605766902174,0.02210573310263375,-0.032402920729563855,-0.019427603903901636,0.026342767777743692,0.004053007476760406,0.02212800859000752,-0.007884837910294817,0.026490066225165587,0.0,0.0,0.0064102564102563875,-0.05423728813559325,-0.013157894736842146,-0.04637681159420293,-0.021505376344086002,-0.01694915254237328,0.04623655913978486
2020-03-22,-0.05308721811494477,-0.013760822647588489,-0.0048621989437308555,0.04656749026933005,-0.00829354652518366,-0.004120578062660085,-0.05215977719700238,-0.025960897603197974,0.06778669447975294,-0.06680385309388615,-0.03385465188360631,-0.00813577459909065,0.0005971337579617833,-0.026460046384145064,0.0016624429542533292,-3.427146910472967e-05,0.04268590251719884,-0.011536468567701741,0.005921303210816881,0.023966461430306563,-0.00889054949078616,0.039338326820036684,-0.032402920729563855,0.007893802107133974,0.013059978173991071,0.0031209876868233954,-0.01760293162382054,0.013245033112582794,0.0,0.0,0.019108280254777066,-0.03070287345847761,-0.009999999999999898,-0.012550107924761078,0.0027472527472527375,4.440892098500626e-16,0.04623655913978486
2020-03-29,-0.01870469922866025,-0.025238637941030574,-0.026576892783701567,0.0055986775415532986,-0.02063768467299698,0.05294729602449899,-0.06520704813726808,-0.04330115708919491,0.05108645043510929,0.0210612817228486,-0.05752190478502861,-0.01723450514465652,0.0,-0.03999910466469697,0.006639128938095595,0.006705100009287923,0.0069896176448540626,-0.042286802953670266,0.002534350820481049,0.00906955722934999,-0.00889054949078616,0.008637558252380773,0.039338326820036684,-0.01037128127282988,-0.015938862467542725,-0.007461538634942755,0.040385940524598096,0.0,-0.006451612903225823,0.0,0.009554140127388533,-0.026460046384145064,0.0,-0.009909647333139038,-0.013698630136986245,2.220446049250313e-16,0.05913978494623651
2020-04-05,-0.01870469922866025,-0.023005760782072938,-0.026576892783701567,-0.036402922230996226,-0.02063768467299698,0.05294729602449899,-0.06520704813726808,-0.04330115708919491,0.034386206390465635,0.0210612817228486,-0.05752190478502861,-0.01723450514465652,0.0,-0.03424657534246578,0.007183764494764766,0.017930263279887004,0.0020900208661605024,-0.05616393588354229,-0.03535800531471961,-0.005653770886591802,-0.06680385309388615,0.001913135172667224,0.008637558252380773,-0.010187398982184015,-0.005001938697183017,0.0009629559464752191,0.02212800859000752,-0.02127659574468077,0.006493506493506551,-0.006451612903225823,0.0047770700636942665,-0.03999910466469697,0.006734006734006703,-0.04483365949119372,-0.025000000000000133,-0.009803921568627472,0.04641350210970452
2020-04-12,0.014473895582430008,0.009197774911376968,-0.0018521771424887534,-0.037435709275769,0.0048503515878477454,0.027063385855695565,-0.05377546615986678,-0.022599590637993272,0.050225855264549146,0.04190248458567214,0.0005322870661690349,0.0218331486964779,0.0,-0.01773049645390068,-0.0016050440469861371,-0.011832066132212882,0.006277293716796306,0.010104744582487779,-0.06986340905958444,0.02624301755283187,0.0210612817228486,0.02210573310263375,0.001913135172667224,-0.010187398982184015,0.023858853093475352,0.0009629559464752191,0.0031209876868233954,-0.02127659574468077,0.0,0.006493506493506551,0.0023885350318471332,-0.03424657534246578,-0.013377926421404673,-0.0485714285714286,-0.017094017094017033,-0.02980392156862749,0.03328739621614252
2020-04-19,0.02029722925897648,0.018574649292196623,0.001948935645319061,-0.039501283365314555,0.008767308272738694,0.01045722010287553,-0.03568737389488014,-0.013072625652605308,0.040770715468506635,0.028940889295168637,0.02628248981274134,0.029547518897981018,0.0,0.010830324909747224,0.0007042592420658522,-0.02546566143537088,0.01536416334612567,0.011115205897162639,-0.06986340905958444,0.012695207991488544,0.0210612817228486,-0.00889054949078616,0.02210573310263375,-0.03385465188360631,0.026342767777743692,-0.00813577459909065,-0.007461538634942755,-0.02127659574468077,0.02580645161290329,0.0,0.0011942675159235666,-0.01773049645390068,-0.05423728813559325,0.0,0.005797101449275477,-0.040000000000000036,0.020161290322580516
