Date,Dow_Jones,Dow_Jones_Prediction,SP500,Industrials
2020-02-16,0.011504630258597937,0.011505748120973302,0.016255407384277554,0.01183516369576143
2020-02-23,-0.0010416489143961205,0.0026374696127488954,0.0020257210541462234,-0.00028523292684279333
2020-03-01,0.0016322828647982734,-0.006252176913815259,-0.004076741262796779,-0.010513134310524697
2020-03-08,0.016852493816986724,0.003806670120637358,0.004050482750391549,-0.008620639071602376
2020-03-15,0.016852493816986724,0.003806670120637358,0.004050482750391549,-0.008620639071602376
2020-03-22,-0.00486227460962213,-0.019357539959836956,-0.008293631941657498,-0.025960901032010042
2020-03-29,-0.026577043036230985,-0.02642943532862067,-0.020637746633706544,-0.04330116299241771
2020-04-05,-0.026577043036230985,-0.02642943532862067,-0.020637746633706544,-0.04330116299241771
2020-04-12,-0.0018524244024824,0.012255482606371205,0.004850147714229147,-0.022599688713163646
2020-04-19,0.001948928487080559,0.0013816589903795618,0.008767245099280896,-0.013072657930620901
2020-04-26,-0.018974337257105067,-0.009449424305534053,-0.012803551863603047,-0.02424710142733222
2020-05-03,-0.002312546890257283,0.0024584468917576703,-0.0006361739812320577,0.011369103335884034
2020-05-10,0.026719430541208178,0.027641935177587406,0.034124328609903776,0.01348957269664841
2020-05-17,-0.025641471884298994,-0.019439153028566605,-0.021064239433532528,-0.022172963599247975
2020-05-24,0.03364131501844758,0.02611635634086349,0.03199682700904383,0.0010790520066186748
2020-05-31,0.03842729136347778,0.03501218225273427,0.030056817608303144,0.05999360390838171
2020-06-07,0.06783564702796485,0.04762496300379373,0.04935605766051454,0.05999360390838171
2020-06-14,-0.054504005815002476,-0.037205310161203875,-0.04737903154950418,0.005957518094322101
2020-06-21,0.010935460581184886,0.006099524247033661,0.01902684679777078,-0.01721738516743293
2020-06-28,-0.03253490161234662,-0.03560687882935218,-0.027831635070158622,-0.04039228842918796
2020-07-05,0.03211112125524784,0.03261084010054525,0.04059313540802045,0.042939169132742094
2020-07-12,0.009287399281097786,0.004551979991285317,0.017166814553903675,-0.014061830106256057
2020-07-19,0.02350513224890949,0.024980461151938867,0.01300409685897419,0.05866775887630893
2020-07-26,-0.007685449647463316,-0.0012998119233139864,-0.0026109362614401554,-0.0022225962135157262
2020-08-02,-0.001284573528484656,0.01293403658784994,0.017576605199306705,-0.0015310562084880353
2020-08-09,0.038850385831070255,0.02706000472812422,0.024654028549085716,0.0473999103202174
2020-08-16,0.01886214452824886,0.009750545355536603,0.006784717429238807,0.03194469593466742
