Date,Materials,Materials_Prediction,Dow_Jones,Gold,RealEstate,SP500,Energy,Financials,Industrials,Staples,Discretionary,NASDAQ,US Dollar Index,CorporateBonds (t-4),CorporateBonds (t-9),Dow_Jones (t-12),SP500 (t-9),Energy (t-7),Financials (t-10),Industrials (t-6),Technology (t-4),Technology (t-5),Technology (t-11),Staples (t-1),Staples (t-3),Utilities (t-3),Utilities (t-4),Utilities (t-9),Healthcare (t-10),Healthcare (t-12),Discretionary (t-1),Discretionary (t-2),Discretionary (t-4),NASDAQ (t-3),Federal Funds Effective Rate (t-7),Federal Funds Effective Rate (t-12),1-Month Treasury Yield (t-1),3-Month Treasury Yield (t-11),5-Year Treasury Yield (t-7),20-Year Treasury Yield (t-8),30-Year Treasury Yield (t-12),15-Year Mortgage Rate (t-8),30-Year Mortgage Rate (t-10),Unemployment Rate (t-11),Government Debt to GDP (t-5),Government Debt to GDP (t-9),US Dollar Index (t-7),US Dollar Index (t-8),US Dollar Index (t-10),Retained Earnings (t-11),Velocity of Money (t-6),Industrial Production (t-8),2y10y (t-2),2y20y (t-8),10y30y (t-2),10y30y (t-6),10y30y (t-7),10yTrea30yFRM (t-9),10yTrea30yFRM (t-11),10yTrea30yFRM (t-12)
2020-02-16,0.006989548961423564,0.014653588200775022,0.011504292131008897,-0.011479430842830707,0.04273663030252117,0.01625540580598206,0.011115374533760436,0.008085378860796189,0.011834969107559212,0.00824775245854581,0.02634251761506534,0.02212800859000752,-0.0007424147102823575,0.0016628375762848258,0.002619866340548116,-0.0038581937127580845,0.007781216354338261,0.005215170909002476,0.006965263650137166,0.011599741925006013,0.02935912479801428,0.021767178014316713,0.018131447275965495,0.017094111970834103,-0.00360376071102142,0.023966654445631397,0.036645991501435216,0.0025313677905716148,0.009246949402781146,0.008208490473903485,0.023858848599023874,-0.005001875594010996,0.013060041272722644,-0.007884837910294817,0.0,0.0,0.0064102564102563875,0.006329113924050667,-0.028901734104046284,0.04739336492891,-0.03896103896103886,0.0,0.0,0.0,0.0,0.0,-0.0046620872191258655,0.0005436440747550453,-0.004972469560272752,0.0,-0.03345521023765996,0.0,1.3322676295501878e-15,-0.01968119713728067,-0.03194444444444444,0.04545454545454497,0.04761904761904767,-0.02659574468085113,0.010582010582010692,-0.005071689009512714
2020-02-23,0.0020900542577121928,0.0012127763111272913,-0.0010417639856595273,0.0010629868224755479,0.021019416635071897,0.0020256730777241105,0.0015268928584179497,-0.0023737081031242058,-0.0002852830186573785,0.0030434316416440566,0.0078936468329866,0.0031209876868233954,0.005375124972943901,0.006638930811519783,-0.0029692562214752583,0.007494959592023509,0.015715207949433596,0.008532329443916797,0.01152836065046925,-0.0012071219511528009,0.0031918616347856865,0.02935912479801428,-0.004537081491021833,0.00824775245854581,-0.006447640933086141,0.009069369094928836,0.023966654445631397,0.027212329153773585,0.004681060072873944,0.0125178536803503,0.02634251761506534,0.023858848599023874,-0.01593873950289204,-0.01760293162382054,0.0,0.006451612903225712,0.019108280254777066,-0.037735849056603765,-0.05357142857142849,-0.013574660633484115,-0.0045045045045045695,0.0,0.013586956521739024,0.0,0.0,0.0,-0.0020343001755711576,-0.0046620872191258655,-0.007223116030632637,0.0,0.0,0.0,-0.027777777777777124,0.00014611338398573537,-0.03170289855072467,-0.021739130434782594,0.04545454545454497,-0.010928961748633892,-0.015706806282722474,0.010582010582010692
2020-03-01,0.006277282513973137,-0.011210706089930477,0.0016325322186270808,0.007334195655128675,0.022934894371678616,-0.004076788450071145,-0.03462502354235242,-0.02597253790457571,-0.01051325222061511,0.029528277280881865,-0.01037137905641089,-0.007461538634942755,0.005196879992481973,0.007184155538380033,0.002710200880941649,-0.0008901071515239334,0.006641270428702217,-0.009768138693226014,0.00410882091731124,0.020060525838756726,-0.021554039009221926,0.0031918616347856865,0.019712571032816095,0.0030434316416440566,0.017094111970834103,-0.005653771235849647,0.009069369094928836,-0.0032512786051260845,0.02225377862270439,0.009246949402781146,0.0078936468329866,0.02634251761506534,-0.005001875594010996,0.040385940524598096,-0.006451612903225823,-0.0064102564102563875,0.009554140127388533,0.026143790849673332,0.025157232704402288,-0.03211009174311941,0.03619909502262453,-0.00940438871473348,0.0,0.0,0.0,0.0,0.0007044121419781391,-0.0020343001755711576,0.0005436440747550453,0.0,0.0,-0.007549829658926144,-0.027777777777777124,-0.01694915254237328,-0.02173913043478215,4.440892098500626e-16,-0.021739130434782594,0.016574585635359185,-0.02659574468085113,-0.015706806282722474
2020-03-08,0.015364005473945452,0.0001949648324535216,0.016852884539582114,0.013605404487781803,0.04656758577573461,0.004050482750391549,-0.0611884582677803,-0.03911228074210682,-0.008620969296356251,0.061217443737021426,-0.010187534163729639,0.0009629559464752191,-0.00804696271352967,-0.0016053346145726843,0.003452900033735329,0.00502314797498471,-0.0013938383593068426,-0.011536693857784996,0.0029335274702875225,-0.010188470652038206,0.04573597594398504,-0.021554039009221926,0.01963046557061565,0.029528277280881865,0.00824775245854581,0.026242957057628802,-0.005653771235849647,-0.00683432254817451,0.00233691257443569,0.004681060072873944,-0.01037137905641089,0.0078936468329866,0.023858848599023874,0.02212800859000752,0.006493506493506551,0.0,0.0047770700636942665,0.006369426751592355,0.012578616352201144,0.014218009478673022,-0.013100436681222849,-0.02848101265822789,0.002680965147453085,0.0,0.0,0.008797816725468088,-2.6070973881187065e-05,0.0007044121419781391,-0.0046620872191258655,0.0,0.0,0.0,-0.04166666666666635,4.440892098500626e-16,-0.021980676328502202,-0.011111111111110628,4.440892098500626e-16,0.0,-0.010928961748633892,-0.02659574468085113
2020-03-15,0.015364005473945452,-0.0038200470961017438,0.016852884539582114,0.023799795851265904,0.04656758577573461,0.004050482750391549,-0.0611884582677803,-0.03911228074210682,-0.008620969296356251,0.061217443737021426,-0.010187534163729639,0.0009629559464752191,0.031939166755917237,0.0007043563932518371,-0.0007120809272240791,0.011409608359354673,0.010235481501912336,-0.04228672962922242,-0.0006499141251604668,-0.029203968479000197,0.02277053417282726,0.04573597594398504,0.010555117116472834,0.061217443737021426,0.0030434316416440566,0.012695298766069396,0.026242957057628802,0.007194110358208716,-0.010110132964331386,0.02225377862270439,-0.010187534163729639,-0.01037137905641089,0.02634251761506534,0.0031209876868233954,0.0,0.0,0.0023885350318471332,-0.006329113924050667,0.0,0.011781901935598249,0.03539823008849563,0.006514657980456029,-0.005347593582887722,0.0,0.0,0.0,0.004260977252482201,-2.6070973881187065e-05,-0.0020343001755711576,0.0,0.0,0.0,-0.048611111111110966,2.220446049250313e-16,-0.020726495726495764,-0.03194444444444444,-0.011111111111110628,-0.02717391304347838,0.016574585635359185,-0.010928961748633892
2020-03-22,-0.010957933291703637,-0.011384263330304956,-0.00486233819690518,0.023799795851265904,0.04656758577573461,-0.008293600308466875,-0.0041205831902281775,-0.05215966759772722,-0.02596106466858117,0.06778677730938543,-0.03385456662827446,-0.00813577459909065,0.03733720136632113,0.006333288352316169,0.0016628375762848258,0.006573815976618658,0.019158202474933717,-0.05616393588354229,-0.0019512773338007383,0.031315514345687134,-0.0009726263529065693,0.02277053417282726,0.00467855495534808,0.061217443737021426,0.029528277280881865,0.005921469620289693,0.012695298766069396,0.036645991501435216,0.015408968925293864,0.00233691257443569,-0.010187534163729639,-0.010187534163729639,0.0078936468329866,-0.007461538634942755,0.02580645161290329,0.0,0.0011942675159235666,-0.031847133757961776,0.06818181818181812,0.009345794392523477,-0.008547008547008517,-0.016181229773462702,-0.021505376344086002,-0.02777777777777779,0.0,0.0,0.0015516044784513738,0.004260977252482201,0.0007044121419781391,0.0,0.0,0.0,-0.05208333333333327,-0.009803921568627472,-0.019230769230769273,-0.03170289855072467,-0.03194444444444444,0.027932960893854553,0.0,0.016574585635359185
2020-03-29,-0.037279872057352725,-0.022518100277572926,-0.026577560933392474,0.023799795851265904,0.005598826398558299,-0.0206376833673253,0.052947291887323944,-0.06520705445334762,-0.043301160040806086,0.05108645173057247,-0.05752159909281929,-0.01723450514465652,-0.020274201978435547,0.01118896403225933,0.006638930811519783,-3.518536288904528e-05,-0.009579665573573592,0.010104659882907985,0.011078410327295396,0.011834969107559212,-0.009302557200464967,-0.0009726263529065693,0.021767178014316713,0.06778677730938543,0.061217443737021426,0.002534555047399842,0.005921469620289693,0.023966654445631397,0.016439730374586015,-0.010110132964331386,-0.03385456662827446,-0.010187534163729639,-0.01037137905641089,0.0009629559464752191,-0.0062893081761006275,0.0,0.0005971337579617833,0.013157894736842035,0.03763700838168915,0.032786885245901454,-0.025862068965517238,-0.013157894736842146,0.0027472527472527375,0.0,0.0,0.0,0.006692754527286571,0.0015516044784513738,-2.6070973881187065e-05,0.0,0.0,0.0,-0.053819444444444434,-0.02980392156862749,-0.0015508684863524969,-0.02173913043478215,-0.03170289855072467,0.010869565217391353,-0.02717391304347838,0.0
2020-04-05,-0.037279872057352725,-0.02318875038823507,-0.026577560933392474,0.023799795851265904,-0.03640275888110002,-0.0206376833673253,0.052947291887323944,-0.06520705445334762,-0.043301160040806086,0.03438612615175951,-0.05752159909281929,-0.01723450514465652,0.01645042935653307,0.015856684170744817,0.007184155538380033,0.006705675050369342,-0.0214132226613144,0.011115374533760436,-0.02062511070189532,-0.0002852830186573785,-0.023488314857816328,-0.009302557200464967,0.02935912479801428,0.05108645173057247,0.061217443737021426,0.0008410977609549161,0.002534555047399842,0.009069369094928836,-0.019427602404758493,0.015408968925293864,-0.05752159909281929,-0.03385456662827446,-0.010187534163729639,0.0009629559464752191,0.0,-0.006451612903225823,0.0,0.012987012987013102,0.03763700838168915,0.016393442622950727,0.008849557522123908,-0.009999999999999898,-0.013698630136986245,0.0,0.0,0.0,-0.0007424147102823575,0.006692754527286571,0.004260977252482201,0.0,0.0,0.0,-0.05468750000000002,-0.040000000000000036,0.01612903225806428,-0.021980676328502202,-0.02173913043478215,0.026940158952781568,0.027932960893854553,-0.02717391304347838
2020-04-12,-0.029919568927335105,-0.001903752804444,-0.0018526498649175105,0.02899833968682497,-0.03743558478358203,0.004850060588442451,0.027063514385243348,-0.05377551283948462,-0.022599623801567714,0.050225855264549146,0.000532366504648496,0.0218331486964779,-0.018132468290283477,-0.048203504207404047,-0.0016053346145726843,0.01793037676112963,0.032542916424053825,0.0015268928584179497,-0.014149496535358796,-0.01051325222061511,-0.023488314857816328,-0.023488314857816328,0.0031918616347856865,0.03438612615175951,0.06778677730938543,-0.002892114635348275,0.0008410977609549161,-0.005653771235849647,-0.032402918179633367,0.016439730374586015,-0.05752159909281929,-0.05752159909281929,-0.010187534163729639,-0.00813577459909065,0.0,0.006493506493506551,0.0,-0.012820512820512886,0.022364603481624667,0.016393442622950727,0.004385964912280826,0.0,-0.025000000000000133,0.0,0.0,0.0,0.005375124972943901,-0.0007424147102823575,0.0015516044784513738,0.0,0.0,0.0,-0.05512152777777781,-0.030416666666666703,0.01612903225806428,-0.020726495726495764,-0.021980676328502202,0.0381720430107525,0.010869565217391353,0.027932960893854553
2020-04-19,-0.015258907797144616,-0.0024463514617176618,0.0019488962373051533,0.034196883522384036,-0.03950123658854604,0.008767126340303577,0.010457283567949172,-0.03568737328985344,-0.01307265734037416,0.04077057265614559,0.026282450660034762,0.029547518897981018,0.005827522046598865,-0.018514334825244227,0.0007043563932518371,-0.011831841848501723,0.01625540580598206,-0.03462502354235242,0.03204278865828458,-0.008620969296356251,-0.05308730219334312,-0.023488314857816328,-0.021554039009221926,0.050225855264549146,0.05108645173057247,-0.006905552420995359,-0.002892114635348275,0.026242957057628802,0.03933824229087146,-0.019427602404758493,0.000532366504648496,-0.05752159909281929,-0.03385456662827446,-0.01723450514465652,0.0,0.0,0.0,0.006493506493506551,0.014728401031592425,0.008196721311475363,-0.03055810924691632,0.006734006734006703,-0.017094017094017033,0.0,0.0,0.0,0.005196879992481973,0.005375124972943901,0.006692754527286571,0.0,0.0,0.0,-0.017361111111111174,-0.02083333333333337,2.220446049250313e-16,-0.019230769230769273,-0.020726495726495764,0.04623655913978486,0.026940158952781568,0.010869565217391353
